County,Average Annual Count,State,Cancer,Race/Ethnicity,Sex,Age,"Age-Adjusted Incidence Rate cases per 100,000"
Cochise County  6,646,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.8 
Graham County  6,127,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 
Yuma County  6,884,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,375.0 
Navajo County  6,306,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,361.8 
Pinal County  6,1762,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,355.4 
Gila County  6,284,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,345.5 
Santa Cruz County  6,179,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,327.6 
La Paz County  6,113,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,307.5 
Apache County  6,75,Arizona,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,296.0 
Yavapai County  6,99,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,404.2 
Coconino County  6,41,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,379.5 
Mohave County  6,105,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,370.9 
Yuma County  6,340,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,355.1 
Pima County  6,914,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,337.4 
Navajo County  6,28,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,326.1 
Maricopa County  6,2330,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,325.8 
Cochise County  6,123,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,317.4 
Graham County  6,29,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,311.3 
Pinal County  6,240,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,305.2 
Gila County  6,32,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,302.5 
Santa Cruz County  6,112,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,299.7 
Greenlee County  6,11,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,284.0 
Apache County  6,8,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,258.4 
La Paz County  6,8,Arizona,All Cancer Sites,  White Hispanic,All Sexes,All Ages,213.7 
Greenlee County  6,24,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,459.0 
Mohave County  6,1411,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,431.7 
Pima County  6,3903,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,415.0 
Cochise County  6,523,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,411.7 
Maricopa County  6,14423,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,410.9 
Santa Cruz County  6,67,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,407.0 
Yuma County  6,544,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,406.7 
Yavapai County  6,1544,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,405.1 
Graham County  6,98,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,401.6 
Coconino County  6,354,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,398.6 
Navajo County  6,278,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 
Pinal County  6,1523,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,366.7 
Gila County  6,252,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,353.1 
La Paz County  6,106,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,348.6 
Apache County  6,67,Arizona,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,305.9 
Coconino County  6,6,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,383.3 
Mohave County  6,13,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,375.2 
Maricopa County  6,723,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,351.3 
Pima County  6,130,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,333.6 
Pinal County  6,61,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,323.2 
Cochise County  6,17,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,313.7 
Yavapai County  6,8,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,312.1 
Yuma County  6,12,Arizona,All Cancer Sites,Black (includes Hispanic),All Sexes,All Ages,283.1 
Graham County  6,14,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,355.0 
Yavapai County  6,19,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,338.2 
La Paz County  6,12,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,336.8 
Navajo County  6,122,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,276.7 
Maricopa County  6,201,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,273.8 
Pinal County  6,52,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,273.6 
Pima County  6,90,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,269.9 
Mohave County  6,18,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,264.5 
Apache County  6,134,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,257.2 
Cochise County  6,7,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,257.2 
Coconino County  6,74,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,241.7 
Yuma County  6,8,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,199.8 
Gila County  6,14,Arizona,All Cancer Sites,Amer. Indian / AK Native (includes Hispanic),All Sexes,All Ages,189.9 
Yavapai County  6,10,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,245.5 
Coconino County  6,4,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,242.2 
Pima County  6,83,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,238.7 
Cochise County  6,10,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,234.1 
Mohave County  6,11,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,230.3 
Maricopa County  6,408,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,229.9 
Pinal County  6,21,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,210.7 
Yuma County  6,6,Arizona,All Cancer Sites,Asian / Pacific Islander (includes Hispanic),All Sexes,All Ages,141.2 
Yavapai County  6,102,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,391.0 
Mohave County  6,108,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,357.0 
Coconino County  6,42,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,352.4 
Yuma County  6,348,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,350.9 
Pima County  6,965,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,332.0 
Maricopa County  6,2449,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,321.8 
Cochise County  6,128,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,315.7 
Navajo County  6,29,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,310.0 
Graham County  6,30,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,306.6 
Santa Cruz County  6,115,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,300.3 
Pinal County  6,256,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,298.9 
Gila County  6,33,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,292.3 
Greenlee County  6,11,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,281.7 
Apache County  6,9,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,238.7 
La Paz County  6,9,Arizona,All Cancer Sites,Hispanic (any race),All Sexes,All Ages,188.3 
Woodruff County  6,49,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,671.9 
Lawrence County  6,125,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,574.9 
Poinsett County  6,161,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,547.8 
Randolph County  6,128,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,544.8 
Ouachita County  6,117,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,544.3 
Monroe County  6,37,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,541.5 
Cross County  6,91,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,539.7 
Jefferson County  6,243,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,538.4 
Clay County  6,114,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,534.9 
Cleveland County  6,55,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,527.2 
Arkansas County  6,102,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,523.4 
Lonoke County  6,369,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,520.5 
Van Buren County  6,140,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,511.9 
Clark County  6,102,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,510.7 
Grant County  6,116,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,509.5 
Drew County  6,88,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,508.1 
Cleburne County  6,211,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,505.5 
White County  6,447,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,504.6 
Sharp County  6,138,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,503.0 
Greene County  6,256,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,492.3 
Faulkner County  6,527,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,488.0 
Searcy County  6,61,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,486.1 
Calhoun County  6,29,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.7 
Perry County  6,69,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,485.5 
Pike County  6,68,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,484.6 
Garland County  6,676,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,483.7 
Saline County  6,676,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,482.7 
Jackson County  6,92,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.8 
Craighead County  6,483,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.1 
Baxter County  6,366,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,479.0 
Franklin County  6,111,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,477.1 
Boone County  6,249,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,476.5 
Independence County  6,217,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,475.8 
Sebastian County  6,624,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.9 
Hot Spring County  6,190,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.3 
Ashley County  6,103,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,471.2 
Little River County  6,67,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,470.9 
Pulaski County  6,1464,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,467.6 
Lee County  6,29,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,465.8 
Pope County  6,326,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,464.9 
Mississippi County  6,159,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,463.6 
Union County  6,170,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,462.6 
Logan County  6,136,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,461.7 
Johnson County  6,141,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,461.1 
Crawford County  6,337,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.9 
Bradley County  6,50,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,460.9 
Conway County  6,114,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,456.6 
Washington County  6,899,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,452.1 
Prairie County  6,53,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,451.4 
Marion County  6,131,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,449.4 
Yell County  6,118,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,446.2 
Nevada County  6,38,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,445.4 
Madison County  6,93,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.6 
Polk County  6,132,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,444.5 
Carroll County  6,183,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,441.7 
Phillips County  6,48,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,441.5 
Scott County  6,61,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,438.4 
Desha County  6,40,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,434.4 
Benton County  6,1112,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 
Montgomery County  6,64,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,433.7 
Fulton County  6,86,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,430.6 
Dallas County  6,30,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,424.1 
Stone County  6,90,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,423.8 
Miller County  6,175,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,420.8 
Crittenden County  6,127,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,417.1 
St. Francis County  6,70,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,399.0 
Lincoln County  6,48,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,393.6 
Chicot County  6,32,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,392.4 
Columbia County  6,74,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.8 
Howard County  6,52,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,390.6 
Izard County  6,85,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,389.7 
Hempstead County  6,77,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,386.2 
Lafayette County  6,27,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,369.4 
Newton County  6,48,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,360.7 
Sevier County  6,60,Arkansas,All Cancer Sites,White (includes Hispanic),All Sexes,All Ages,345.7 
White County  6,6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,644.7 
Benton County  6,59,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,393.0 
Sebastian County  6,29,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,348.3 
Pulaski County  6,31,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,332.2 
Saline County  6,7,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,329.8 
Washington County  6,47,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,327.0 
Crawford County  6,8,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,295.2 
Faulkner County  6,5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,286.6 
Yell County  6,5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,272.9 
Pope County  6,6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,258.3 
Craighead County  6,6,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,246.8 
Garland County  6,8,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,245.5 
Johnson County  6,5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,242.3 
Sevier County  6,5,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,232.7 
Carroll County  6,4,Arkansas,All Cancer Sites,  White Hispanic,All Sexes,All Ages,173.9 
Woodruff County  6,48,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,673.6 
Lawrence County  6,124,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,575.4 
Poinsett County  6,160,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,550.1 
Randolph County  6,127,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,548.0 
Monroe County  6,37,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,546.7 
Cross County  6,91,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,546.1 
Ouachita County  6,115,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,545.1 
Jefferson County  6,242,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,543.8 
Clay County  6,114,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,540.3 
Cleveland County  6,55,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,534.6 
Lonoke County  6,366,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,525.5 
Arkansas County  6,101,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,524.9 
Van Buren County  6,139,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.5 
Drew County  6,88,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.3 
Clark County  6,101,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,517.2 
Grant County  6,116,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,513.5 
Cleburne County  6,209,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.6 
Sharp County  6,137,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.5 
White County  6,441,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,507.0 
Calhoun County  6,29,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,495.0 
Greene County  6,254,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,494.8 
Faulkner County  6,522,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,491.8 
Pike County  6,68,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.7 
Perry County  6,69,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,490.3 
Searcy County  6,60,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,489.4 
Garland County  6,668,Arkansas,All Cancer Sites,  White Non-Hispanic,All Sexes,All Ages,488.6 
