placeDcid,placeName,Median_Income_Person
geoId/39049,"Franklin County, OH",34256
geoId/39051,"Fulton County, OH",30966
geoId/39053,"Gallia County, OH",26446
geoId/39055,"Geauga County, OH",37102
geoId/39057,"Greene County, OH",33592
geoId/39059,"Guernsey County, OH",26833
geoId/39061,"Hamilton County, OH",32732
geoId/39063,"Hancock County, OH",32210
geoId/39065,"Hardin County, OH",25385
geoId/39067,"Harrison County, OH",26331
geoId/39069,"Henry County, OH",31851
geoId/39071,"Highland County, OH",25039
geoId/39073,"Hocking County, OH",28660
geoId/39075,"Holmes County, OH",27748
geoId/39077,"Huron County, OH",30466
geoId/39079,"Jackson County, OH",26035
geoId/39081,"Jefferson County, OH",25843
geoId/39083,"Knox County, OH",28825
geoId/39085,"Lake County, OH",34177
geoId/39087,"Lawrence County, OH",25043
geoId/39089,"Licking County, OH",32311
geoId/39091,"Logan County, OH",32895
geoId/39093,"Lorain County, OH",30877
geoId/39095,"Lucas County, OH",28467
geoId/39097,"Madison County, OH",32923
geoId/39099,"Mahoning County, OH",26707
geoId/39101,"Marion County, OH",25126
geoId/39103,"Medina County, OH",37308
geoId/39105,"Meigs County, OH",22745
geoId/39107,"Mercer County, OH",34323
geoId/39109,"Miami County, OH",31362
geoId/39111,"Monroe County, OH",25489
geoId/39113,"Montgomery County, OH",30522
geoId/39115,"Morgan County, OH",22485
geoId/39117,"Morrow County, OH",32795
geoId/39119,"Muskingum County, OH",26211
geoId/39121,"Noble County, OH",24147
geoId/39123,"Ottawa County, OH",32693
geoId/39125,"Paulding County, OH",29694
geoId/39127,"Perry County, OH",26529
geoId/39129,"Pickaway County, OH",31254
geoId/39131,"Pike County, OH",25006
geoId/39133,"Portage County, OH",29150
geoId/39135,"Preble County, OH",31157
geoId/39137,"Putnam County, OH",35997
geoId/39139,"Richland County, OH",25989
geoId/39141,"Ross County, OH",28330
geoId/39143,"Sandusky County, OH",29978
geoId/39145,"Scioto County, OH",22880
geoId/39147,"Seneca County, OH",27760
geoId/39149,"Shelby County, OH",32091
geoId/39151,"Stark County, OH",28961
geoId/39153,"Summit County, OH",31608
geoId/39155,"Trumbull County, OH",26975
geoId/39157,"Tuscarawas County, OH",28802
geoId/39159,"Union County, OH",41298
geoId/39161,"Van Wert County, OH",32242
geoId/39163,"Vinton County, OH",25889
geoId/39165,"Warren County, OH",40957
geoId/39167,"Washington County, OH",27003
geoId/39169,"Wayne County, OH",30173
geoId/39171,"Williams County, OH",28918
geoId/39173,"Wood County, OH",30262
geoId/39175,"Wyandot County, OH",31370
geoId/40001,"Adair County, OK",21313
geoId/40003,"Alfalfa County, OK",23883
geoId/40005,"Atoka County, OK",23526
geoId/40007,"Beaver County, OK",27204
geoId/40009,"Beckham County, OK",23402
geoId/40011,"Blaine County, OK",26920
geoId/40013,"Bryan County, OK",24954
geoId/40015,"Caddo County, OK",24870
geoId/40017,"Canadian County, OK",35460
geoId/40019,"Carter County, OK",26973
geoId/40021,"Cherokee County, OK",23950
geoId/40023,"Choctaw County, OK",23704
geoId/40025,"Cimarron County, OK",30703
geoId/40027,"Cleveland County, OK",33081
geoId/40029,"Coal County, OK",24436
geoId/40031,"Comanche County, OK",26979
geoId/40033,"Cotton County, OK",26626
geoId/40035,"Craig County, OK",23307
geoId/40037,"Creek County, OK",27871
geoId/40039,"Custer County, OK",25648
geoId/40041,"Delaware County, OK",24329
geoId/40043,"Dewey County, OK",26839
geoId/40045,"Ellis County, OK",26324
geoId/40047,"Garfield County, OK",28833
geoId/40049,"Garvin County, OK",27036
geoId/40051,"Grady County, OK",30774
geoId/40053,"Grant County, OK",32467
geoId/40055,"Greer County, OK",21707
geoId/40057,"Harmon County, OK",26960
geoId/40059,"Harper County, OK",22909
geoId/40061,"Haskell County, OK",23848
geoId/40063,"Hughes County, OK",22756
geoId/40065,"Jackson County, OK",27767
geoId/40067,"Jefferson County, OK",23926
geoId/40069,"Johnston County, OK",24178
geoId/40071,"Kay County, OK",26647
geoId/40073,"Kingfisher County, OK",34755
geoId/40075,"Kiowa County, OK",23299
geoId/40077,"Latimer County, OK",23163
geoId/40079,"Le Flore County, OK",23209
geoId/40081,"Lincoln County, OK",26611
geoId/40083,"Logan County, OK",31545
geoId/40085,"Love County, OK",25844
geoId/40087,"McClain County, OK",35410
geoId/40089,"McCurtain County, OK",23744
geoId/40091,"McIntosh County, OK",22727
geoId/40093,"Major County, OK",29789
geoId/40095,"Marshall County, OK",25516
geoId/40097,"Mayes County, OK",26395
geoId/40099,"Murray County, OK",29565
geoId/40101,"Muskogee County, OK",25084
geoId/40103,"Noble County, OK",30988
geoId/40105,"Nowata County, OK",24707
geoId/40107,"Okfuskee County, OK",21962
geoId/40109,"Oklahoma County, OK",31025
geoId/40111,"Okmulgee County, OK",23663
geoId/40113,"Osage County, OK",28264
geoId/40115,"Ottawa County, OK",23197
geoId/40117,"Pawnee County, OK",26838
geoId/40119,"Payne County, OK",21576
geoId/40121,"Pittsburg County, OK",26715
geoId/40123,"Pontotoc County, OK",28933
geoId/40125,"Pottawatomie County, OK",26473
geoId/40127,"Pushmataha County, OK",21806
geoId/40129,"Roger Mills County, OK",30617
geoId/40131,"Rogers County, OK",34164
geoId/40133,"Seminole County, OK",22876
geoId/40135,"Sequoyah County, OK",22917
geoId/40137,"Stephens County, OK",28371
geoId/40139,"Texas County, OK",29826
geoId/40141,"Tillman County, OK",23484
geoId/40143,"Tulsa County, OK",31597
geoId/40145,"Wagoner County, OK",33200
geoId/40147,"Washington County, OK",28854
geoId/40149,"Washita County, OK",30199
geoId/40151,"Woods County, OK",23750
geoId/40153,"Woodward County, OK",30636
geoId/41001,"Baker County, OR",26311
geoId/41003,"Benton County, OR",26884
geoId/41005,"Clackamas County, OR",39093
geoId/41007,"Clatsop County, OR",27884
geoId/41009,"Columbia County, OR",32129
geoId/41011,"Coos County, OR",26369
geoId/41013,"Crook County, OR",28039
geoId/41015,"Curry County, OR",24790
geoId/41017,"Deschutes County, OR",32827
geoId/41019,"Douglas County, OR",25771
geoId/41021,"Gilliam County, OR",25000
geoId/41023,"Grant County, OR",27317
geoId/41025,"Harney County, OR",22792
geoId/41027,"Hood River County, OR",33668
geoId/41029,"Jackson County, OR",29311
geoId/41031,"Jefferson County, OR",27400
geoId/41033,"Josephine County, OR",23928
geoId/41035,"Klamath County, OR",25915
geoId/41037,"Lake County, OR",24308
geoId/41039,"Lane County, OR",26741
geoId/41041,"Lincoln County, OR",25904
geoId/41043,"Linn County, OR",29897
geoId/41045,"Malheur County, OR",23108
geoId/41047,"Marion County, OR",29911
geoId/41049,"Morrow County, OR",28157
geoId/41051,"Multnomah County, OR",36198
geoId/41053,"Polk County, OR",29773
geoId/41055,"Sherman County, OR",32708
geoId/41057,"Tillamook County, OR",27377
geoId/41059,"Umatilla County, OR",27337
geoId/41061,"Union County, OR",26309
geoId/41063,"Wallowa County, OR",28534
geoId/41065,"Wasco County, OR",28561
geoId/41067,"Washington County, OR",40223
geoId/41069,"Wheeler County, OR",25083
geoId/41071,"Yamhill County, OR",30924
geoId/42001,"Adams County, PA",32028
geoId/42003,"Allegheny County, PA",35044
geoId/42005,"Armstrong County, PA",28793
geoId/42007,"Beaver County, PA",31942
geoId/42009,"Bedford County, PA",26329
geoId/42011,"Berks County, PA",31677
geoId/42013,"Blair County, PA",28179
geoId/42015,"Bradford County, PA",28029
geoId/42017,"Bucks County, PA",41559
geoId/42019,"Butler County, PA",35819
geoId/42021,"Cambria County, PA",26848
geoId/42023,"Cameron County, PA",23133
geoId/42025,"Carbon County, PA",29934
geoId/42027,"Centre County, PA",27866
geoId/42029,"Chester County, PA",44738
geoId/42031,"Clarion County, PA",25711
geoId/42033,"Clearfield County, PA",25844
geoId/42035,"Clinton County, PA",26221
geoId/42037,"Columbia County, PA",29392
geoId/42039,"Crawford County, PA",26795
geoId/42041,"Cumberland County, PA",37332
geoId/42043,"Dauphin County, PA",35111
geoId/42045,"Delaware County, PA",36407
geoId/42047,"Elk County, PA",31244
geoId/42049,"Erie County, PA",27294
geoId/42051,"Fayette County, PA",25994
geoId/42053,"Forest County, PA",16644
geoId/42055,"Franklin County, PA",32623
geoId/42057,"Fulton County, PA",31024
geoId/42059,"Greene County, PA",27002
geoId/42061,"Huntingdon County, PA",26349
geoId/42063,"Indiana County, PA",23714
geoId/42065,"Jefferson County, PA",26903
geoId/42067,"Juniata County, PA",28282
geoId/42069,"Lackawanna County, PA",28286
geoId/42071,"Lancaster County, PA",32580
geoId/42073,"Lawrence County, PA",27319
geoId/42075,"Lebanon County, PA",30894
geoId/42077,"Lehigh County, PA",31872
geoId/42079,"Luzerne County, PA",28640
geoId/42081,"Lycoming County, PA",28207
geoId/42083,"McKean County, PA",26298
geoId/42085,"Mercer County, PA",26238
geoId/42087,"Mifflin County, PA",27527
geoId/42089,"Monroe County, PA",30763
geoId/42091,"Montgomery County, PA",43787
geoId/42093,"Montour County, PA",31163
geoId/42095,"Northampton County, PA",33739
geoId/42097,"Northumberland County, PA",27503
geoId/42099,"Perry County, PA",35567
geoId/42101,"Philadelphia County, PA",27331
geoId/42103,"Pike County, PA",31866
geoId/42105,"Potter County, PA",25923
geoId/42107,"Schuylkill County, PA",28769
geoId/42109,"Snyder County, PA",28970
geoId/42111,"Somerset County, PA",26773
geoId/42113,"Sullivan County, PA",26913
geoId/42115,"Susquehanna County, PA",30047
geoId/42117,"Tioga County, PA",25811
geoId/42119,"Union County, PA",23446
geoId/42121,"Venango County, PA",27053
geoId/42123,"Warren County, PA",27689
geoId/42125,"Washington County, PA",32651
geoId/42127,"Wayne County, PA",27199
geoId/42129,"Westmoreland County, PA",32019
geoId/42131,"Wyoming County, PA",29067
geoId/42133,"York County, PA",34167
geoId/44001,"Bristol County, RI",37494
geoId/44003,"Kent County, RI",38683
geoId/44005,"Newport County, RI",39744
geoId/44007,"Providence County, RI",31346
geoId/44009,"Washington County, RI",37324
geoId/45001,"Abbeville County, SC",25206
geoId/45003,"Aiken County, SC",28392
geoId/45005,"Allendale County, SC",18303
geoId/45007,"Anderson County, SC",27206
geoId/45009,"Bamberg County, SC",20323
geoId/45011,"Barnwell County, SC",24457
geoId/45013,"Beaufort County, SC",33253
geoId/45015,"Berkeley County, SC",31586
geoId/45017,"Calhoun County, SC",26463
geoId/45019,"Charleston County, SC",36619
geoId/45021,"Cherokee County, SC",24073
geoId/45023,"Chester County, SC",24252
geoId/45025,"Chesterfield County, SC",22669
geoId/45027,"Clarendon County, SC",22438
geoId/45029,"Colleton County, SC",22830
geoId/45031,"Darlington County, SC",21960
geoId/45033,"Dillon County, SC",20009
geoId/45035,"Dorchester County, SC",32353
geoId/45037,"Edgefield County, SC",24677
geoId/45039,"Fairfield County, SC",25890
geoId/45041,"Florence County, SC",26366
geoId/45043,"Georgetown County, SC",26331
geoId/45045,"Greenville County, SC",31241
geoId/45047,"Greenwood County, SC",24368
geoId/45049,"Hampton County, SC",22715
geoId/45051,"Horry County, SC",26499
geoId/45053,"Jasper County, SC",26025
geoId/45055,"Kershaw County, SC",28152
geoId/45057,"Lancaster County, SC",30885
geoId/45059,"Laurens County, SC",23170
geoId/45061,"Lee County, SC",19368
geoId/45063,"Lexington County, SC",32756
geoId/45065,"McCormick County, SC",24560
geoId/45067,"Marion County, SC",19851
geoId/45069,"Marlboro County, SC",18528
geoId/45071,"Newberry County, SC",24997
geoId/45073,"Oconee County, SC",25958
geoId/45075,"Orangeburg County, SC",20608
geoId/45077,"Pickens County, SC",24493
geoId/45079,"Richland County, SC",28900
geoId/45081,"Saluda County, SC",22195
geoId/45083,"Spartanburg County, SC",27305
geoId/45085,"Sumter County, SC",26467
geoId/45087,"Union County, SC",22129
geoId/45089,"Williamsburg County, SC",21126
geoId/45091,"York County, SC",33803
geoId/46003,"Aurora County, SD",35471
geoId/46005,"Beadle County, SD",31100
geoId/46007,"Bennett County, SD",25227
geoId/46009,"Bon Homme County, SD",25507
geoId/46011,"Brookings County, SD",27946
geoId/46013,"Brown County, SD",33056
geoId/46015,"Brule County, SD",28938
geoId/46017,"Buffalo County, SD",14167
geoId/46019,"Butte County, SD",26310
geoId/46021,"Campbell County, SD",33452
geoId/46023,"Charles Mix County, SD",25839
geoId/46025,"Clark County, SD",26908
geoId/46027,"Clay County, SD",20943
geoId/46029,"Codington County, SD",31155
geoId/46031,"Corson County, SD",21906
geoId/46033,"Custer County, SD",33070
geoId/46035,"Davison County, SD",30589
geoId/46037,"Day County, SD",30316
geoId/46039,"Deuel County, SD",32382
geoId/46041,"Dewey County, SD",25721
geoId/46043,"Douglas County, SD",29457
geoId/46045,"Edmunds County, SD",35025
geoId/46047,"Fall River County, SD",26651
geoId/46049,"Faulk County, SD",27079
geoId/46051,"Grant County, SD",32799
geoId/46053,"Gregory County, SD",27003
geoId/46055,"Haakon County, SD",27917
geoId/46057,"Hamlin County, SD",33503
geoId/46059,"Hand County, SD",34149
geoId/46061,"Hanson County, SD",34707
geoId/46063,"Harding County, SD",35984
geoId/46065,"Hughes County, SD",39423
geoId/46067,"Hutchinson County, SD",32025
geoId/46069,"Hyde County, SD",37979
geoId/46071,"Jackson County, SD",16172
geoId/46073,"Jerauld County, SD",29419
geoId/46075,"Jones County, SD",34135
geoId/46077,"Kingsbury County, SD",34104
geoId/46079,"Lake County, SD",29959
geoId/46081,"Lawrence County, SD",27740
geoId/46083,"Lincoln County, SD",39238
geoId/46085,"Lyman County, SD",25169
geoId/46087,"McCook County, SD",33505
geoId/46089,"McPherson County, SD",26649
geoId/46091,"Marshall County, SD",33986
geoId/46093,"Meade County, SD",31079
geoId/46095,"Mellette County, SD",20039
geoId/46097,"Miner County, SD",29810
geoId/46099,"Minnehaha County, SD",35670
geoId/46101,"Moody County, SD",35014
geoId/46102,"Oglala Lakota County, SD",14907
geoId/46103,"Pennington County, SD",30378
geoId/46105,"Perkins County, SD",31067
geoId/46107,"Potter County, SD",28628
geoId/46109,"Roberts County, SD",26127
geoId/46111,"Sanborn County, SD",30230
geoId/46113,"Oglala Lakota County, SD",12178
geoId/46115,"Spink County, SD",33319
geoId/46117,"Stanley County, SD",35508
geoId/46119,"Sully County, SD",38636
geoId/46121,"Todd County, SD",18005
geoId/46123,"Tripp County, SD",28314
geoId/46125,"Turner County, SD",32451
geoId/46127,"Union County, SD",39195
geoId/46129,"Walworth County, SD",32426
geoId/46135,"Yankton County, SD",33249
geoId/46137,"Ziebach County, SD",21268
geoId/47001,"Anderson County, TN",27834
geoId/47003,"Bedford County, TN",27581
geoId/47005,"Benton County, TN",21145
geoId/47007,"Bledsoe County, TN",23396
geoId/47009,"Blount County, TN",30024
geoId/47011,"Bradley County, TN",26793
geoId/47013,"Campbell County, TN",22401
geoId/47015,"Cannon County, TN",27223
geoId/47017,"Carroll County, TN",23916
geoId/47019,"Carter County, TN",24039
geoId/47021,"Cheatham County, TN",31893
geoId/47023,"Chester County, TN",26784
geoId/47025,"Claiborne County, TN",21400
geoId/47027,"Clay County, TN",18322
geoId/47029,"Cocke County, TN",22277
geoId/47031,"Coffee County, TN",26370
geoId/47033,"Crockett County, TN",26352
geoId/47035,"Cumberland County, TN",25329
geoId/47037,"Davidson County, TN",34518
geoId/47039,"Decatur County, TN",22527
geoId/47041,"DeKalb County, TN",27782
geoId/47043,"Dickson County, TN",29588
geoId/47045,"Dyer County, TN",26730
geoId/47047,"Fayette County, TN",31280
geoId/47049,"Fentress County, TN",19940
geoId/47051,"Franklin County, TN",25720
geoId/47053,"Gibson County, TN",25431
geoId/47055,"Giles County, TN",26843
geoId/47057,"Grainger County, TN",22819
geoId/47059,"Greene County, TN",22882
geoId/47061,"Grundy County, TN",21777
geoId/47063,"Hamblen County, TN",23682
geoId/47065,"Hamilton County, TN",30545
geoId/47067,"Hancock County, TN",19165
geoId/47069,"Hardeman County, TN",23689
geoId/47071,"Hardin County, TN",22884
geoId/47073,"Hawkins County, TN",23848
geoId/47075,"Haywood County, TN",23970
geoId/47077,"Henderson County, TN",25169
geoId/47079,"Henry County, TN",25013
geoId/47081,"Hickman County, TN",25451
geoId/47083,"Houston County, TN",22684
geoId/47085,"Humphreys County, TN",24443
geoId/47087,"Jackson County, TN",21373
geoId/47089,"Jefferson County, TN",23492
geoId/47091,"Johnson County, TN",18774
geoId/47093,"Knox County, TN",30494
geoId/47095,"Lake County, TN",18397
geoId/47097,"Lauderdale County, TN",24597
geoId/47099,"Lawrence County, TN",23182
geoId/47101,"Lewis County, TN",22090
geoId/47103,"Lincoln County, TN",29686
geoId/47105,"Loudon County, TN",30449
geoId/47107,"McMinn County, TN",24298
geoId/47109,"McNairy County, TN",22804
geoId/47111,"Macon County, TN",24576
geoId/47113,"Madison County, TN",26472
geoId/47115,"Marion County, TN",24015
geoId/47117,"Marshall County, TN",30292
geoId/47119,"Maury County, TN",30683
geoId/47121,"Meigs County, TN",22295
geoId/47123,"Monroe County, TN",23354
geoId/47125,"Montgomery County, TN",32133
geoId/47127,"Moore County, TN",30879
geoId/47129,"Morgan County, TN",23003
geoId/47131,"Obion County, TN",23968
geoId/47133,"Overton County, TN",22924
geoId/47135,"Perry County, TN",21599
geoId/47137,"Pickett County, TN",23226
geoId/47139,"Polk County, TN",25012
geoId/47141,"Putnam County, TN",25041
geoId/47143,"Rhea County, TN",23936
geoId/47145,"Roane County, TN",27956
geoId/47147,"Robertson County, TN",32770
geoId/47149,"Rutherford County, TN",33593
geoId/47151,"Scott County, TN",20083
geoId/47153,"Sequatchie County, TN",22759
geoId/47155,"Sevier County, TN",25069
geoId/47157,"Shelby County, TN",29815
geoId/47159,"Smith County, TN",28954
geoId/47161,"Stewart County, TN",25772
geoId/47163,"Sullivan County, TN",25192
geoId/47165,"Sumner County, TN",32861
geoId/47167,"Tipton County, TN",30711
geoId/47169,"Trousdale County, TN",29631
geoId/47171,"Unicoi County, TN",21941
geoId/47173,"Union County, TN",23226
geoId/47175,"Van Buren County, TN",23576
geoId/47177,"Warren County, TN",24456
geoId/47179,"Washington County, TN",25705
geoId/47181,"Wayne County, TN",23219
geoId/47183,"Weakley County, TN",22845
geoId/47185,"White County, TN",24197
geoId/47187,"Williamson County, TN",46744
geoId/47189,"Wilson County, TN",36286
geoId/48001,"Anderson County, TX",24619
geoId/48003,"Andrews County, TX",35410
geoId/48005,"Angelina County, TX",24920
geoId/48007,"Aransas County, TX",23849
geoId/48009,"Archer County, TX",33667
geoId/48011,"Armstrong County, TX",36458
geoId/48013,"Atascosa County, TX",25569
geoId/48015,"Austin County, TX",31098
geoId/48017,"Bailey County, TX",25217
geoId/48019,"Bandera County, TX",25926
geoId/48021,"Bastrop County, TX",30945
geoId/48023,"Baylor County, TX",22422
geoId/48025,"Bee County, TX",22753
geoId/48027,"Bell County, TX",30065
geoId/48029,"Bexar County, TX",28546
geoId/48031,"Blanco County, TX",32477
geoId/48033,"Borden County, TX",35341
geoId/48035,"Bosque County, TX",28123
geoId/48037,"Bowie County, TX",28805
geoId/48039,"Brazoria County, TX",40638
geoId/48041,"Brazos County, TX",25524
geoId/48043,"Brewster County, TX",30540
geoId/48045,"Briscoe County, TX",30116
geoId/48047,"Brooks County, TX",15645
geoId/48049,"Brown County, TX",25710
geoId/48051,"Burleson County, TX",32454
geoId/48053,"Burnet County, TX",28695
geoId/48055,"Caldwell County, TX",28613
geoId/48057,"Calhoun County, TX",30592
geoId/48059,"Callahan County, TX",27057
geoId/48061,"Cameron County, TX",21068
geoId/48063,"Camp County, TX",27148
geoId/48065,"Carson County, TX",39107
geoId/48067,"Cass County, TX",25048
geoId/48069,"Castro County, TX",30092
geoId/48071,"Chambers County, TX",38057
geoId/48073,"Cherokee County, TX",25453
geoId/48075,"Childress County, TX",31722
geoId/48077,"Clay County, TX",30770
geoId/48079,"Cochran County, TX",23455
geoId/48081,"Coke County, TX",26449
geoId/48083,"Coleman County, TX",27711
geoId/48085,"Collin County, TX",48233
geoId/48087,"Collingsworth County, TX",19796
geoId/48089,"Colorado County, TX",29936
geoId/48091,"Comal County, TX",37779
geoId/48093,"Comanche County, TX",30074
geoId/48095,"Concho County, TX",22747
geoId/48097,"Cooke County, TX",32151
geoId/48099,"Coryell County, TX",25973
geoId/48101,"Cottle County, TX",21856
geoId/48103,"Crane County, TX",26601
geoId/48105,"Crockett County, TX",30512
geoId/48107,"Crosby County, TX",23394
geoId/48109,"Culberson County, TX",19826
geoId/48111,"Dallam County, TX",30340
geoId/48113,"Dallas County, TX",32361
geoId/48115,"Dawson County, TX",21605
geoId/48117,"Deaf Smith County, TX",28136
geoId/48119,"Delta County, TX",25898
geoId/48121,"Denton County, TX",42040
geoId/48123,"DeWitt County, TX",27224
geoId/48125,"Dickens County, TX",22092
geoId/48127,"Dimmit County, TX",12992
geoId/48129,"Donley County, TX",28413
geoId/48131,"Duval County, TX",19847
geoId/48133,"Eastland County, TX",21468
geoId/48135,"Ector County, TX",33976
geoId/48137,"Edwards County, TX",19071
geoId/48139,"Ellis County, TX",35105
geoId/48141,"El Paso County, TX",23665
geoId/48143,"Erath County, TX",25282
geoId/48145,"Falls County, TX",23545
geoId/48147,"Fannin County, TX",30614
geoId/48149,"Fayette County, TX",30899
geoId/48151,"Fisher County, TX",30956
geoId/48153,"Floyd County, TX",26751
geoId/48155,"Foard County, TX",22468
geoId/48157,"Fort Bend County, TX",41220
geoId/48159,"Franklin County, TX",31172
geoId/48161,"Freestone County, TX",27318
geoId/48163,"Frio County, TX",18371
geoId/48165,"Gaines County, TX",28115
geoId/48167,"Galveston County, TX",35693
geoId/48169,"Garza County, TX",25415
geoId/48171,"Gillespie County, TX",29805
geoId/48173,"Glasscock County, TX",20811
geoId/48175,"Goliad County, TX",27698
geoId/48177,"Gonzales County, TX",27972
geoId/48179,"Gray County, TX",29041
geoId/48181,"Grayson County, TX",30180
geoId/48183,"Gregg County, TX",27184
geoId/48185,"Grimes County, TX",27809
geoId/48187,"Guadalupe County, TX",35330
geoId/48189,"Hale County, TX",25494
geoId/48191,"Hall County, TX",22021
geoId/48193,"Hamilton County, TX",23672
geoId/48195,"Hansford County, TX",26542
geoId/48197,"Hardeman County, TX",22706
geoId/48199,"Hardin County, TX",30230
geoId/48201,"Harris County, TX",31975
geoId/48203,"Harrison County, TX",26298
geoId/48205,"Hartley County, TX",36517
geoId/48207,"Haskell County, TX",25051
geoId/48209,"Hays County, TX",32430
geoId/48211,"Hemphill County, TX",32100
geoId/48213,"Henderson County, TX",25690
geoId/48215,"Hidalgo County, TX",19992
geoId/48217,"Hill County, TX",26647
geoId/48219,"Hockley County, TX",26227
geoId/48221,"Hood County, TX",33482
geoId/48223,"Hopkins County, TX",27570
geoId/48225,"Houston County, TX",22017
geoId/48227,"Howard County, TX",26605
geoId/48229,"Hudspeth County, TX",13723
geoId/48231,"Hunt County, TX",27512
geoId/48233,"Hutchinson County, TX",25849
geoId/48235,"Irion County, TX",30313
geoId/48237,"Jack County, TX",25497
geoId/48239,"Jackson County, TX",28688
geoId/48241,"Jasper County, TX",24183
geoId/48243,"Jeff Davis County, TX",24635
geoId/48245,"Jefferson County, TX",28213
geoId/48247,"Jim Hogg County, TX",20258
geoId/48249,"Jim Wells County, TX",24171
geoId/48251,"Johnson County, TX",32867
geoId/48253,"Jones County, TX",24238
geoId/48255,"Karnes County, TX",26227
geoId/48257,"Kaufman County, TX",32609
geoId/48259,"Kendall County, TX",37427
geoId/48261,"Kenedy County, TX",23571
geoId/48263,"Kent County, TX",39375
geoId/48265,"Kerr County, TX",29466
geoId/48267,"Kimble County, TX",26678
geoId/48269,"King County, TX",31250
geoId/48271,"Kinney County, TX",22180
geoId/48273,"Kleberg County, TX",24193
geoId/48275,"Knox County, TX",27044
geoId/48277,"Lamar County, TX",25634
geoId/48279,"Lamb County, TX",24764
geoId/48281,"Lampasas County, TX",29154
geoId/48283,"La Salle County, TX",17251
geoId/48285,"Lavaca County, TX",30061
geoId/48287,"Lee County, TX",30327
geoId/48289,"Leon County, TX",25401
geoId/48291,"Liberty County, TX",27634
geoId/48293,"Limestone County, TX",24545
geoId/48295,"Lipscomb County, TX",31058
geoId/48297,"Live Oak County, TX",22418
geoId/48299,"Llano County, TX",27890
geoId/48301,"Loving County, TX",42829
geoId/48303,"Lubbock County, TX",27162
geoId/48305,"Lynn County, TX",24794
geoId/48307,"McCulloch County, TX",24857
geoId/48309,"McLennan County, TX",26247
geoId/48311,"McMullen County, TX",35350
geoId/48313,"Madison County, TX",26777
geoId/48315,"Marion County, TX",21915
geoId/48317,"Martin County, TX",32893
geoId/48319,"Mason County, TX",31007
geoId/48321,"Matagorda County, TX",26031
geoId/48323,"Maverick County, TX",20643
geoId/48325,"Medina County, TX",27020
geoId/48327,"Menard County, TX",26337
geoId/48329,"Midland County, TX",40719
geoId/48331,"Milam County, TX",26918
geoId/48333,"Mills County, TX",24149
geoId/48335,"Mitchell County, TX",26803
geoId/48337,"Montague County, TX",28408
geoId/48339,"Montgomery County, TX",38454
geoId/48341,"Moore County, TX",30909
geoId/48343,"Morris County, TX",24266
geoId/48345,"Motley County, TX",22875
geoId/48347,"Nacogdoches County, TX",21516
geoId/48349,"Navarro County, TX",25059
geoId/48351,"Newton County, TX",20362
geoId/48353,"Nolan County, TX",22951
geoId/48355,"Nueces County, TX",28295
geoId/48357,"Ochiltree County, TX",25841
geoId/48359,"Oldham County, TX",28578
geoId/48361,"Orange County, TX",32943
geoId/48363,"Palo Pinto County, TX",27386
geoId/48365,"Panola County, TX",25509
geoId/48367,"Parker County, TX",33410
geoId/48369,"Parmer County, TX",32805
geoId/48371,"Pecos County, TX",30068
geoId/48373,"Polk County, TX",26196
geoId/48375,"Potter County, TX",26421
geoId/48377,"Presidio County, TX",15806
geoId/48379,"Rains County, TX",26936
geoId/48381,"Randall County, TX",34218
geoId/48383,"Reagan County, TX",35684
geoId/48385,"Real County, TX",20659
geoId/48387,"Red River County, TX",24321
geoId/48389,"Reeves County, TX",25357
geoId/48391,"Refugio County, TX",23973
geoId/48393,"Roberts County, TX",28500
geoId/48395,"Robertson County, TX",24423
geoId/48397,"Rockwall County, TX",48540
geoId/48399,"Runnels County, TX",24935
geoId/48401,"Rusk County, TX",28070
geoId/48403,"Sabine County, TX",21936
geoId/48405,"San Augustine County, TX",22342
geoId/48407,"San Jacinto County, TX",24332
geoId/48409,"San Patricio County, TX",25963
geoId/48411,"San Saba County, TX",23925
geoId/48413,"Schleicher County, TX",25281
geoId/48415,"Scurry County, TX",27831
geoId/48417,"Shackelford County, TX",28106
geoId/48419,"Shelby County, TX",22585
geoId/48421,"Sherman County, TX",33109
geoId/48423,"Smith County, TX",28628
geoId/48425,"Somervell County, TX",35078
geoId/48427,"Starr County, TX",15776
geoId/48429,"Stephens County, TX",22635
geoId/48431,"Sterling County, TX",29737
geoId/48433,"Stonewall County, TX",24495
geoId/48435,"Sutton County, TX",29491
geoId/48437,"Swisher County, TX",19877
geoId/48439,"Tarrant County, TX",34639
geoId/48441,"Taylor County, TX",26905
geoId/48443,"Terrell County, TX",25852
geoId/48445,"Terry County, TX",22226
geoId/48447,"Throckmorton County, TX",25400
geoId/48449,"Titus County, TX",26155
geoId/48451,"Tom Green County, TX",28385
geoId/48453,"Travis County, TX",41776
geoId/48455,"Trinity County, TX",25279
geoId/48457,"Tyler County, TX",22924
geoId/48459,"Upshur County, TX",27126
geoId/48461,"Upton County, TX",30966
geoId/48463,"Uvalde County, TX",19394
geoId/48465,"Val Verde County, TX",22205
geoId/48467,"Van Zandt County, TX",27559
geoId/48469,"Victoria County, TX",27733
geoId/48471,"Walker County, TX",25880
geoId/48473,"Waller County, TX",30083
geoId/48475,"Ward County, TX",30368
geoId/48477,"Washington County, TX",30073
geoId/48479,"Webb County, TX",22800
geoId/48481,"Wharton County, TX",28175
