average_annual_count,recent_trend,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,five_year_trend_rates,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,abbrv,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
298,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,698.1 ",-1.5 ,"Lauderdale County, AL",58.0,92459,92425,92564,92604,92729,AL,43008,44124,46646,48707,48188
17,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.9 ,1.9 ,"Bibb County, AL",47.0,22566,22586,22550,22367,22394,AL,40767,43079,45795,46064,47918
112,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,391.4 ",0.0 ,"Bibb County, AL",47.0,22566,22586,22550,22367,22394,AL,40767,43079,45795,46064,47918
59,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,251.1 ,0.3 ,"Bibb County, AL",47.0,22566,22586,22550,22367,22394,AL,40767,43079,45795,46064,47918
69,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,952.0 ",0.3 ,"Bibb County, AL",47.0,22566,22586,22550,22367,22394,AL,40767,43079,45795,46064,47918
15,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.5 ,1.3 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629,AL,36497,38644,38562,41156,40827
124,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,170.2 ",-2.5 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629,AL,36497,38644,38562,41156,40827
59,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,230.2 ,-0.3 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629,AL,36497,38644,38562,41156,40827
80,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,610.7 ",-1.7 ,"Winston County, AL",58.0,23930,23907,23760,23693,23629,AL,36497,38644,38562,41156,40827
82,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.3 ,1.2 ,"Morgan County, AL",59.0,119257,119006,118918,119203,119679,AL,47234,46843,49274,52797,54355
634,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,434.3 ",-0.7 ,"Morgan County, AL",59.0,119257,119006,118918,119203,119679,AL,47234,46843,49274,52797,54355
304,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.3 ,-0.1 ,"Morgan County, AL",59.0,119257,119006,118918,119203,119679,AL,47234,46843,49274,52797,54355
413,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,118.2 ",-0.7 ,"Morgan County, AL",59.0,119257,119006,118918,119203,119679,AL,47234,46843,49274,52797,54355
8,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,114.0 ,1.4 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,AL,35089,32691,36711,39907,39808
81,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,327.7 ",1.2 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,AL,35089,32691,36711,39907,39808
37,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,255.0 ,1.4 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,AL,35089,32691,36711,39907,39808
51,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,781.0 ",0.9 ,"Choctaw County, AL",58.0,13231,13045,12925,12833,12589,AL,35089,32691,36711,39907,39808
7,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,112.4 ,2.7 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663,AL,36078,36441,42442,42423,42024
52,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,010.1 ",-1.7 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663,AL,36078,36441,42442,42423,42024
26,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,202.0 ,0.1 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663,AL,36078,36441,42442,42423,42024
33,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,444.3 ",-1.8 ,"Coosa County, AL",52.0,10934,10819,10724,10643,10663,AL,36078,36441,42442,42423,42024
242,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.6 ,1.4 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,AL,59117,61193,62750,63755,68609
1610,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,326.1 ",-0.3 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,AL,59117,61193,62750,63755,68609
891,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,234.6 ,0.3 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,AL,59117,61193,62750,63755,68609
963,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,908.6 ",-0.2 ,"Madison County, AL",56.0,352977,356729,361762,367004,372909,AL,59117,61193,62750,63755,68609
20,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.2 ,-14.8 ,"Marion County, AL",50.0,30119,29960,29792,29750,29709,AL,34977,36386,38049,37887,44675
180,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,367.8 ",0.9 ,"Marion County, AL",50.0,30119,29960,29792,29750,29709,AL,34977,36386,38049,37887,44675
75,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,233.6 ,-7.7 ,"Marion County, AL",50.0,30119,29960,29792,29750,29709,AL,34977,36386,38049,37887,44675
125,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,000.3 ",1.1 ,"Marion County, AL",50.0,30119,29960,29792,29750,29709,AL,34977,36386,38049,37887,44675
35,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,111.1 ,2.0 ,"Colbert County, AL",57.0,54417,54497,54695,55004,55241,AL,41171,46572,46100,49055,46683
298,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,315.2 ",0.7 ,"Colbert County, AL",57.0,54417,54497,54695,55004,55241,AL,41171,46572,46100,49055,46683
143,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,241.8 ,1.1 ,"Colbert County, AL",57.0,54417,54497,54695,55004,55241,AL,41171,46572,46100,49055,46683
190,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,831.4 ",0.7 ,"Colbert County, AL",57.0,54417,54497,54695,55004,55241,AL,41171,46572,46100,49055,46683
75,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,110.9 ,0.6 ,"Calhoun County, AL",61.0,115469,114973,114710,114331,113605,AL,42091,41778,45937,45400,47747
611,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,419.5 ",0.1 ,"Calhoun County, AL",61.0,115469,114973,114710,114331,113605,AL,42091,41778,45937,45400,47747
305,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,249.4 ,0.0 ,"Calhoun County, AL",61.0,115469,114973,114710,114331,113605,AL,42091,41778,45937,45400,47747
381,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,009.5 ",0.3 ,"Calhoun County, AL",61.0,115469,114973,114710,114331,113605,AL,42091,41778,45937,45400,47747
68,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.9 ,0.5 ,"Etowah County, AL",54.71428571,102998,102855,103007,102611,102268,AL,42145,40972,41791,44903,43047
565,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,396.2 ",-0.3 ,"Etowah County, AL",54.71428571,102998,102855,103007,102611,102268,AL,42145,40972,41791,44903,43047
276,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,250.3 ,0.3 ,"Etowah County, AL",54.71428571,102998,102855,103007,102611,102268,AL,42145,40972,41791,44903,43047
357,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,941.7 ",-4.9 ,"Etowah County, AL",54.71428571,102998,102855,103007,102611,102268,AL,42145,40972,41791,44903,43047
11,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,108.4 ,-0.3 ,"Henry County, AL",60.0,17101,17072,17115,17173,17205,AL,42501,41426,48094,46027,48597
105,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,378.0 ",-1.1 ,"Henry County, AL",60.0,17101,17072,17115,17173,17205,AL,42501,41426,48094,46027,48597
47,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,248.9 ,-0.1 ,"Henry County, AL",60.0,17101,17072,17115,17173,17205,AL,42501,41426,48094,46027,48597
69,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,901.5 ",-1.7 ,"Henry County, AL",60.0,17101,17072,17115,17173,17205,AL,42501,41426,48094,46027,48597
14,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,107.3 ,0.6 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722,AL,37333,40283,41112,40546,42922
117,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,216.8 ",-3.2 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722,AL,37333,40283,41112,40546,42922
59,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.3 ,1.0 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722,AL,37333,40283,41112,40546,42922
73,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,615.9 ",-4.4 ,"Randolph County, AL",61.0,22594,22504,22687,22727,22722,AL,37333,40283,41112,40546,42922
20,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,105.4 ,1.7 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362,AL,38535,37049,41025,39388,44874
139,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,245.2 ",-0.4 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362,AL,38535,37049,41025,39388,44874
69,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,219.8 ,0.3 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362,AL,38535,37049,41025,39388,44874
91,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,810.7 ",-0.4 ,"Franklin County, AL",59.0,31515,31611,31542,31298,31362,AL,38535,37049,41025,39388,44874
127,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.9 ,0.9 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,AL,52387,56460,56607,57588,59871
1186,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,377.3 ",0.0 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,AL,52387,56460,56607,57588,59871
505,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.0 ,0.2 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,AL,52387,56460,56607,57588,59871
810,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"2,052.1 ",0.1 ,"Baldwin County, AL",,202939,207601,212521,217855,223234,AL,52387,56460,56607,57588,59871
9,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.3 ,1.4 ,"Macon County, AL",28.0,19296,19060,18793,18321,18068,AL,29522,30681,30849,32495,34281
114,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,489.8 ",1.3 ,"Macon County, AL",28.0,19296,19060,18793,18321,18068,AL,29522,30681,30849,32495,34281
54,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,271.4 ,1.4 ,"Macon County, AL",28.0,19296,19060,18793,18321,18068,AL,29522,30681,30849,32495,34281
70,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,979.2 ",1.3 ,"Macon County, AL",28.0,19296,19060,18793,18321,18068,AL,29522,30681,30849,32495,34281
416,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,104.1 ,-0.2 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,AL,48415,50109,50731,55013,54127
3100,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,363.1 ",-0.9 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,AL,48415,50109,50731,55013,54127
1652,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,239.0 ,-0.4 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,AL,48415,50109,50731,55013,54127
1869,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,919.7 ",-1.1 ,"Jefferson County, AL",55.42857143,660455,660343,659599,659429,658573,AL,48415,50109,50731,55013,54127
252,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.9 ,-0.2 ,"Mobile County, AL",57.0,414462,414945,414045,413908,413210,AL,42530,45233,45615,43598,49492
1925,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,326.6 ",-1.7 ,"Mobile County, AL",57.0,414462,414945,414045,413908,413210,AL,42530,45233,45615,43598,49492
1026,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.6 ,-1.4 ,"Mobile County, AL",57.0,414462,414945,414045,413908,413210,AL,42530,45233,45615,43598,49492
1152,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,837.3 ",-2.2 ,"Mobile County, AL",57.0,414462,414945,414045,413908,413210,AL,42530,45233,45615,43598,49492
140,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.8 ,0.4 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,AL,42666,45111,45833,49640,52711
1009,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,363.7 ",0.4 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,AL,42666,45111,45833,49640,52711
546,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,240.1 ,0.8 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,AL,42666,45111,45833,49640,52711
605,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,911.6 ",0.1 ,"Montgomery County, AL",48.4,227279,227170,227265,226504,226486,AL,42666,45111,45833,49640,52711
65,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,103.7 ,-0.5 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,AL,43568,42910,44753,47993,50138
518,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,325.4 ",-1.1 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,AL,43568,42910,44753,47993,50138
247,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,225.9 ,-0.6 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,AL,43568,42910,44753,47993,50138
335,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,919.0 ",-1.3 ,"Houston County, AL",57.0,104260,104218,104378,104770,105882,AL,43568,42910,44753,47993,50138
33,rising,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,101.8 ,2.0 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342,AL,46858,48632,51998,55122,57299
232,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,246.3 ",-0.2 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342,AL,46858,48632,51998,55122,57299
111,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,211.7 ,0.2 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342,AL,46858,48632,51998,55122,57299
154,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,840.3 ",0.1 ,"Coffee County, AL",60.0,50963,51202,51853,51950,52342,AL,46858,48632,51998,55122,57299
15,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.6 ,-0.8 ,"Geneva County, AL",57.0,26631,26494,26385,26306,26271,AL,36289,36976,38561,37823,43089
155,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,388.5 ",-1.3 ,"Geneva County, AL",57.0,26631,26494,26385,26306,26271,AL,36289,36976,38561,37823,43089
70,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,235.7 ,-0.1 ,"Geneva County, AL",57.0,26631,26494,26385,26306,26271,AL,36289,36976,38561,37823,43089
101,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,972.1 ",-0.7 ,"Geneva County, AL",57.0,26631,26494,26385,26306,26271,AL,36289,36976,38561,37823,43089
10,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.5 ,1.5 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326,AL,42658,37575,44249,44424,48864
82,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,235.4 ",-2.1 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326,AL,42658,37575,44249,44424,48864
42,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,226.2 ,0.3 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326,AL,42658,37575,44249,44424,48864
50,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,702.5 ",-3.1 ,"Washington County, AL",32.0,16832,16621,16522,16402,16326,AL,42658,37575,44249,44424,48864
17,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.1 ,0.4 ,"Pike County, AL",60.0,33496,33464,33349,33242,33114,AL,34442,35172,40680,37259,41271
141,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,359.2 ",0.6 ,"Pike County, AL",60.0,33496,33464,33349,33242,33114,AL,34442,35172,40680,37259,41271
68,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,238.9 ,0.6 ,"Pike County, AL",60.0,33496,33464,33349,33242,33114,AL,34442,35172,40680,37259,41271
89,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,883.3 ",0.4 ,"Pike County, AL",60.0,33496,33464,33349,33242,33114,AL,34442,35172,40680,37259,41271
139,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,100.0 ,0.2 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,AL,70879,74212,74098,75663,77801
859,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,246.1 ",-1.0 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,AL,70879,74212,74098,75663,77801
463,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,209.2 ,-0.6 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,AL,70879,74212,74098,75663,77801
537,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,849.3 ",-1.0 ,"Shelby County, AL",49.0,208959,211282,213633,215583,217702,AL,70879,74212,74098,75663,77801
26,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,99.1 ,-1.1 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428,AL,42767,44188,46405,47547,49692
193,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,226.9 ",-0.6 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428,AL,42767,44188,46405,47547,49692
99,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,214.4 ,-0.8 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428,AL,42767,44188,46405,47547,49692
121,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,756.8 ",-0.5 ,"Chilton County, AL",57.0,43700,43866,44120,44163,44428,AL,42767,44188,46405,47547,49692
118,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.5 ,-0.2 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,AL,47868,47483,51644,52557,52307
806,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,342.3 ",-1.0 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,AL,47868,47483,51644,52557,52307
439,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,227.9 ,-1.7 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,AL,47868,47483,51644,52557,52307
487,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,917.2 ",-1.1 ,"Tuscaloosa County, AL",49.75,204767,206464,207618,208319,209355,AL,47868,47483,51644,52557,52307
35,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.3 ,-0.4 ,"Russell County, AL",46.0,58844,58185,56985,57784,57961,AL,36124,38617,36186,39104,43670
231,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,244.4 ",-0.5 ,"Russell County, AL",46.0,58844,58185,56985,57784,57961,AL,36124,38617,36186,39104,43670
131,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,221.4 ,0.1 ,"Russell County, AL",46.0,58844,58185,56985,57784,57961,AL,36124,38617,36186,39104,43670
135,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,745.4 ",-0.9 ,"Russell County, AL",46.0,58844,58185,56985,57784,57961,AL,36124,38617,36186,39104,43670
42,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,98.1 ,1.0 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513,AL,37305,37128,39906,39491,44277
306,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,174.7 ",-1.5 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513,AL,37305,37128,39906,39491,44277
157,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,213.4 ,-4.6 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513,AL,37305,37128,39906,39491,44277
193,falling,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,65+,"1,654.8 ",-1.2 ,"DeKalb County, AL",50.0,71087,71104,71437,71407,71513,AL,37305,37128,39906,39491,44277
9,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<50,97.8 ,1.0 ,"Cleburne County, AL",61.0,14914,14848,14899,15010,14910,AL,42136,43483,45480,46495,51276
82,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,50+,"1,341.7 ",0.3 ,"Cleburne County, AL",61.0,14914,14848,14899,15010,14910,AL,42136,43483,45480,46495,51276
40,stable,Alabama,All Cancer Sites,All Races (includes Hispanic),All Sexes,<65,242.6 ,-3.0 ,"Cleburne County, AL",61.0,14914,14848,14899,15010,14910,AL,42136,43483,45480,46495,51276
