Primary_State_Name,County_State,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
Georgia,"Hancock County, GA",8578,8633,8539,8368,8457
Georgia,"Haralson County, GA",28702,28830,29248,29561,29792
Georgia,"Harris County, GA",33155,33633,33943,34560,35236
Georgia,"Hart County, GA",25410,25471,25710,26071,26205
Georgia,"Heard County, GA",11556,11579,11751,11871,11923
Georgia,"Henry County, GA",216414,220896,225182,229728,234561
Georgia,"Houston County, GA",149323,151622,153202,155523,157863
Georgia,"Irwin County, GA",9135,9302,9352,9396,9416
Georgia,"Jackson County, GA",63418,65061,67644,70325,72977
Georgia,"Jasper County, GA",13683,13767,13882,14029,14219
Georgia,"Jeff Davis County, GA",15013,14965,15039,15048,15115
Georgia,"Jefferson County, GA",15917,15755,15630,15424,15362
Georgia,"Jenkins County, GA",8899,8812,8813,8765,8676
Georgia,"Johnson County, GA",9708,9660,9737,9706,9643
Georgia,"Jones County, GA",28441,28574,28466,28680,28735
Georgia,"Lamar County, GA",18236,18484,18600,18961,19077
Georgia,"Lanier County, GA",10269,10430,10425,10355,10423
Georgia,"Laurens County, GA",47486,47279,47376,47336,47546
Georgia,"Lee County, GA",29173,29184,29410,29751,29992
Georgia,"Liberty County, GA",61611,61473,61619,60606,61435
Georgia,"Lincoln County, GA",7722,7855,7856,7925,7921
Georgia,"Long County, GA",17658,18372,18780,19091,19559
Georgia,"Lowndes County, GA",113342,114360,115404,116309,117406
Georgia,"Lumpkin County, GA",31285,31415,32801,32899,33610
Georgia,"McDuffie County, GA",21462,21456,21511,21532,21312
Georgia,"McIntosh County, GA",14031,14057,14080,14322,14378
Georgia,"Macon County, GA",13688,13478,13254,13160,12947
Georgia,"Madison County, GA",28419,28856,29295,29642,29880
Georgia,"Marion County, GA",8558,8468,8403,8373,8359
Georgia,"Meriwether County, GA",21173,21074,21021,21094,21167
Georgia,"Miller County, GA",5848,5874,5813,5684,5718
Georgia,"Mitchell County, GA",22449,22455,22317,22135,21863
Georgia,"Monroe County, GA",26708,26905,27163,27503,27578
Georgia,"Montgomery County, GA",8942,8985,9024,9168,9172
Georgia,"Morgan County, GA",17948,18107,18373,18831,19276
Georgia,"Murray County, GA",39430,39347,39803,39943,40096
Georgia,"Muscogee County, GA",198702,196219,193836,194169,195769
Georgia,"Newton County, GA",104884,106499,107846,109421,111744
Georgia,"Oconee County, GA",35853,36929,38122,39478,40280
Georgia,"Oglethorpe County, GA",14732,14712,14874,15080,15259
Georgia,"Paulding County, GA",151649,155246,159509,164053,168667
Georgia,"Peach County, GA",26970,26885,26961,27363,27546
Georgia,"Pickens County, GA",30136,30652,31541,32014,32591
Georgia,"Pierce County, GA",19094,19104,19197,19388,19465
Georgia,"Pike County, GA",17925,17897,18204,18647,18962
Georgia,"Polk County, GA",41207,41555,41818,42346,42613
Georgia,"Pulaski County, GA",11395,11288,11181,11080,11137
Georgia,"Putnam County, GA",21307,21515,21692,21820,22119
Georgia,"Quitman County, GA",2275,2320,2333,2260,2299
Georgia,"Rabun County, GA",16223,16465,16545,16857,17137
Georgia,"Randolph County, GA",7150,7155,6969,6812,6778
Georgia,"Richmond County, GA",201451,201949,201673,201667,202518
Georgia,"Rockdale County, GA",88354,88987,89843,90505,90896
Georgia,"Schley County, GA",5209,5173,5235,5230,5257
Georgia,"Screven County, GA",14059,14003,13956,13960,13966
Georgia,"Seminole County, GA",8565,8427,8253,8270,8090
Georgia,"Spalding County, GA",63818,64546,65358,66107,66703
Georgia,"Stephens County, GA",25446,25637,25736,26007,25925
Georgia,"Stewart County, GA",5973,6122,6314,6435,6621
Georgia,"Sumter County, GA",30696,30403,29901,29796,29524
Georgia,"Talbot County, GA",6498,6366,6256,6290,6195
Georgia,"Taliaferro County, GA",1642,1611,1613,1612,1537
Georgia,"Tattnall County, GA",25387,25342,25409,25485,25286
Georgia,"Taylor County, GA",8243,8189,8110,8020,8020
Georgia,"Telfair County, GA",16451,15962,15929,15974,15860
Georgia,"Terrell County, GA",9013,8861,8695,8587,8531
Georgia,"Thomas County, GA",44796,44950,44619,44334,44451
Georgia,"Tift County, GA",40536,40554,40431,40542,40644
Georgia,"Toombs County, GA",27150,27121,26859,26902,26830
Georgia,"Towns County, GA",11212,11419,11553,11866,12037
Georgia,"Treutlen County, GA",6803,6710,6746,6813,6901
Georgia,"Troup County, GA",69595,69939,70062,70078,69922
Georgia,"Turner County, GA",7982,7944,7895,7908,7985
Georgia,"Twiggs County, GA",8347,8249,8253,8174,8120
Georgia,"Union County, GA",22007,22640,23376,23905,24511
Georgia,"Upson County, GA",26231,26245,26201,26185,26320
Georgia,"Walker County, GA",68537,68455,68999,69443,69761
Georgia,"Walton County, GA",88333,89786,91296,93202,94593
Georgia,"Ware County, GA",35327,35648,35668,35587,35734
Georgia,"Warren County, GA",5374,5345,5265,5247,5254
Georgia,"Washington County, GA",20736,20347,20311,20410,20374
Georgia,"Wayne County, GA",29430,29974,29797,29810,29927
Georgia,"Webster County, GA",2631,2616,2589,2606,2607
Georgia,"Wheeler County, GA",7911,8015,7960,7898,7855
Georgia,"White County, GA",28387,28828,29445,29988,30798
Georgia,"Whitfield County, GA",103669,104406,104234,104249,104628
Georgia,"Wilcox County, GA",9024,8841,8791,8827,8635
Georgia,"Wilkes County, GA",9911,9809,9860,9864,9777
Georgia,"Wilkinson County, GA",9080,9020,8954,9043,8954
Georgia,"Worth County, GA",20688,20703,20528,20302,20247
Hawaii,"Hawaii County, HI",195975,198316,199981,201509,201513
Hawaii,"Honolulu County, HI",991064,992268,986353,979858,974563
Hawaii,"Kalawao County, HI",88,88,86,86,86
Hawaii,"Kauai County, HI",71021,71537,71827,72168,72293
Hawaii,"Maui County, HI",163904,165350,166146,166972,167417
Idaho,"Ada County, ID",432862,444486,456548,468764,481587
Idaho,"Adams County, ID",3891,3941,4127,4234,4294
Idaho,"Bannock County, ID",84184,84676,85482,86674,87808
Idaho,"Bear Lake County, ID",5879,5927,6023,6044,6125
Idaho,"Benewah County, ID",8996,9021,9157,9218,9298
Idaho,"Bingham County, ID",45057,45315,45884,46129,46811
Idaho,"Blaine County, ID",21636,22062,22373,22771,23021
Idaho,"Boise County, ID",6963,7095,7347,7655,7831
Idaho,"Bonner County, ID",41600,42357,43654,44705,45739
Idaho,"Bonneville County, ID",109849,112118,114488,116444,119062
Idaho,"Boundary County, ID",11299,11701,11965,12016,12245
Idaho,"Butte County, ID",2566,2572,2585,2587,2597
Idaho,"Camas County, ID",1070,1082,1096,1121,1106
Idaho,"Canyon County, ID",206842,211381,216858,223236,229849
Idaho,"Caribou County, ID",6733,6867,6973,7037,7155
Idaho,"Cassia County, ID",23499,23479,23650,23791,24030
Idaho,"Clark County, ID",886,870,879,851,845
Idaho,"Clearwater County, ID",8554,8651,8646,8758,8756
Idaho,"Custer County, ID",4059,4084,4135,4250,4315
Idaho,"Elmore County, ID",25826,26137,26881,27362,27511
Idaho,"Franklin County, ID",12955,13320,13467,13704,13876
Idaho,"Fremont County, ID",12812,12914,13122,13155,13099
Idaho,"Gem County, ID",16685,16959,17311,17587,18112
Idaho,"Gooding County, ID",15188,15135,15121,15116,15179
Idaho,"Idaho County, ID",16301,16236,16373,16476,16667
Idaho,"Jefferson County, ID",27127,27830,28439,29405,29871
Idaho,"Jerome County, ID",22971,23433,23768,24066,24412
Idaho,"Kootenai County, ID",149367,153019,157320,161209,165697
Idaho,"Latah County, ID",38796,39050,39741,39829,40108
Idaho,"Lemhi County, ID",7737,7709,7829,7932,8027
Idaho,"Lewis County, ID",3791,3846,3884,3832,3838
Idaho,"Lincoln County, ID",5307,5303,5376,5398,5366
Idaho,"Madison County, ID",37989,38972,39370,39261,39907
Idaho,"Minidoka County, ID",20430,20613,20722,20719,21039
Idaho,"Nez Perce County, ID",39995,40136,40289,40256,40408
Idaho,"Oneida County, ID",4248,4296,4389,4462,4531
Idaho,"Owyhee County, ID",11288,11364,11618,11669,11823
Idaho,"Payette County, ID",22790,22888,23163,23507,23951
Idaho,"Power County, ID",7687,7681,7606,7700,7681
Idaho,"Shoshone County, ID",12440,12416,12519,12790,12882
Idaho,"Teton County, ID",10725,11165,11445,11651,12142
Idaho,"Twin Falls County, ID",82245,83819,85374,86029,86878
Idaho,"Valley County, ID",10043,10422,10667,11021,11392
Idaho,"Washington County, ID",9891,10032,10051,10115,10194
Illinois,"Adams County, IL",66835,66475,66057,65623,65435
Illinois,"Alexander County, IL",6762,6459,6278,6041,5761
Illinois,"Bond County, IL",16686,16546,16648,16637,16426
Illinois,"Boone County, IL",53579,53570,53513,53480,53544
Illinois,"Brown County, IL",6753,6637,6609,6563,6578
Illinois,"Bureau County, IL",33491,33396,33137,32959,32628
Illinois,"Calhoun County, IL",4860,4869,4851,4829,4739
Illinois,"Carroll County, IL",14642,14596,14475,14314,14305
Illinois,"Cass County, IL",12843,12672,12492,12312,12147
Illinois,"Champaign County, IL",209382,210198,210425,209918,209689
Illinois,"Christian County, IL",33463,33230,33007,32653,32304
Illinois,"Clark County, IL",15868,15857,15812,15600,15441
Illinois,"Clay County, IL",13401,13314,13270,13266,13184
Illinois,"Clinton County, IL",37665,37599,37645,37697,37562
Illinois,"Coles County, IL",52179,51783,51353,50829,50621
Illinois,"Cook County, IL",5244088,5224272,5200821,5171960,5150233
Illinois,"Crawford County, IL",19255,19133,18975,18830,18667
Illinois,"Cumberland County, IL",10860,10868,10880,10804,10766
Illinois,"DeKalb County, IL",104195,104080,104309,104349,104897
Illinois,"De Witt County, IL",16184,16137,15906,15794,15638
Illinois,"Douglas County, IL",19835,19727,19629,19458,19465
Illinois,"DuPage County, IL",933609,931256,930265,927247,922921
Illinois,"Edgar County, IL",17603,17519,17390,17360,17161
Illinois,"Edwards County, IL",6511,6536,6448,6387,6395
Illinois,"Effingham County, IL",34202,34170,34123,34181,34008
Illinois,"Fayette County, IL",22036,21570,21514,21368,21336
Illinois,"Ford County, IL",13529,13352,13298,13212,12961
Illinois,"Franklin County, IL",39383,39075,38995,38695,38469
Illinois,"Fulton County, IL",35713,35473,35104,34830,34340
Illinois,"Gallatin County, IL",5221,5157,5071,5045,4828
Illinois,"Greene County, IL",13345,13123,13156,13065,12969
Illinois,"Grundy County, IL",50363,50317,50622,50973,51054
Illinois,"Hamilton County, IL",8248,8186,8181,8148,8116
Illinois,"Hancock County, IL",18216,18205,17958,17828,17708
Illinois,"Hardin County, IL",4067,3991,3922,3893,3821
Illinois,"Henderson County, IL",6997,6886,6819,6697,6646
Illinois,"Henry County, IL",49638,49498,49219,49069,48913
Illinois,"Iroquois County, IL",28522,28163,27777,27484,27114
Illinois,"Jackson County, IL",59214,58726,57904,57289,56750
Illinois,"Jasper County, IL",9630,9583,9523,9624,9610
Illinois,"Jefferson County, IL",38272,38214,38045,37708,37684
Illinois,"Jersey County, IL",22260,21947,21912,21795,21773
Illinois,"Jo Daviess County, IL",22066,21814,21495,21331,21235
Illinois,"Johnson County, IL",12777,12454,12399,12423,12417
Illinois,"Kane County, IL",528760,530726,532272,532720,532403
Illinois,"Kankakee County, IL",111750,111080,110540,109953,109862
Illinois,"Kendall County, IL",122878,124535,126152,127717,128990
Illinois,"Knox County, IL",51370,50917,50577,49978,49699
Illinois,"Lake County, IL",704611,704158,702475,699587,696535
Illinois,"LaSalle County, IL",111019,110215,109622,109159,108669
Illinois,"Lawrence County, IL",16465,16182,16027,15813,15678
Illinois,"Lee County, IL",34521,34494,34540,34296,34096
Illinois,"Livingston County, IL",36605,36107,36124,35714,35648
Illinois,"Logan County, IL",29284,29166,29034,28912,28618
Illinois,"McDonough County, IL",31449,30907,30373,29984,29682
Illinois,"McHenry County, IL",307572,307159,307815,308251,307774
Illinois,"McLean County, IL",173141,173070,172754,172410,171517
Illinois,"Macon County, IL",107343,106383,105399,104504,104009
Illinois,"Macoupin County, IL",45876,45691,45505,45318,44926
Illinois,"Madison County, IL",265996,265641,265251,264026,262966
Illinois,"Marion County, IL",38359,38045,37726,37381,37205
Illinois,"Marshall County, IL",11925,11881,11668,11483,11438
Illinois,"Mason County, IL",13863,13675,13677,13533,13359
Illinois,"Massac County, IL",14567,14440,14291,14023,13772
Illinois,"Menard County, IL",12356,12398,12293,12289,12196
Illinois,"Mercer County, IL",15746,15602,15608,15551,15437
Illinois,"Monroe County, IL",33739,33913,34179,34373,34637
Illinois,"Montgomery County, IL",29192,29061,28781,28691,28414
Illinois,"Morgan County, IL",34673,34632,34245,34027,33658
Illinois,"Moultrie County, IL",14743,14610,14701,14648,14501
Illinois,"Ogle County, IL",51559,51148,50993,50781,50643
Illinois,"Peoria County, IL",186481,185043,182525,180620,179179
Illinois,"Perry County, IL",21521,21391,21281,21144,20916
Illinois,"Piatt County, IL",16350,16524,16422,16366,16344
Illinois,"Pike County, IL",15795,15742,15668,15595,15561
Illinois,"Pope County, IL",4291,4182,4183,4184,4177
Illinois,"Pulaski County, IL",5657,5604,5520,5434,5335
Illinois,"Putnam County, IL",5727,5710,5694,5736,5739
Illinois,"Randolph County, IL",32806,32414,32297,32177,31782
Illinois,"Richland County, IL",15957,15829,15837,15695,15513
Illinois,"Rock Island County, IL",146094,144943,143828,142621,141879
Illinois,"St. Clair County, IL",264858,263187,262600,261360,259686
Illinois,"Saline County, IL",24495,24230,23963,23789,23491
Illinois,"Sangamon County, IL",198898,198026,197072,195639,194672
Illinois,"Schuyler County, IL",7151,7030,6948,6870,6768
Illinois,"Scott County, IL",5110,5052,4983,4927,4951
Illinois,"Shelby County, IL",21819,21733,21774,21726,21634
Illinois,"Stark County, IL",5505,5512,5457,5418,5342
Illinois,"Stephenson County, IL",45668,45503,44997,44797,44498
Illinois,"Tazewell County, IL",134302,133932,133489,132450,131803
Illinois,"Union County, IL",17284,17105,16968,16832,16653
Illinois,"Vermilion County, IL",79170,78494,77689,76702,75758
Illinois,"Wabash County, IL",11624,11542,11523,11523,11520
Illinois,"Warren County, IL",17455,17294,17144,16992,16844
Illinois,"Washington County, IL",14262,14179,13963,13999,13887
Illinois,"Wayne County, IL",16517,16542,16412,16326,16215
Illinois,"White County, IL",14204,14079,13903,13618,13537
Illinois,"Whiteside County, IL",56919,56476,55955,55553,55175
Illinois,"Will County, IL",685877,688328,690479,691149,690743
Illinois,"Williamson County, IL",67428,67454,67049,66982,66597
Illinois,"Winnebago County, IL",287148,286065,284681,283630,282572
Illinois,"Woodford County, IL",38930,38913,38670,38527,38459
Indiana,"Adams County, IN",34945,35178,35385,35595,35777
Indiana,"Allen County, IN",367362,369412,371723,375079,379299
Indiana,"Bartholomew County, IN",81458,82231,82213,82722,83779
Indiana,"Benton County, IN",8693,8658,8631,8653,8748
Indiana,"Blackford County, IN",12242,12115,12028,11924,11758
Indiana,"Boone County, IN",63033,64192,65723,66930,67843
Indiana,"Brown County, IN",14994,14996,15010,15230,15092
Indiana,"Carroll County, IN",19887,19973,20067,20188,20257
Indiana,"Cass County, IN",38081,37905,37828,37895,37689
Indiana,"Clark County, IN",114819,115588,116545,117280,118302
Indiana,"Clay County, IN",26395,26210,26167,26175,26225
Indiana,"Clinton County, IN",32373,32207,32195,32192,32399
Indiana,"Crawford County, IN",10555,10583,10535,10594,10577
Indiana,"Daviess County, IN",32823,33010,33136,33278,33351
Indiana,"Dearborn County, IN",49455,49436,49564,49482,49458
Indiana,"Decatur County, IN",26339,26565,26620,26725,26559
Indiana,"DeKalb County, IN",42496,42652,42806,43208,43475
Indiana,"Delaware County, IN",115767,115657,115246,114297,114135
Indiana,"Dubois County, IN",42317,42450,42538,42674,42736
Indiana,"Elkhart County, IN",202995,203642,204194,205617,206341
Indiana,"Fayette County, IN",23388,23252,23154,23076,23102
Indiana,"Floyd County, IN",76505,76734,77006,77834,78522
Indiana,"Fountain County, IN",16537,16457,16419,16390,16346
Indiana,"Franklin County, IN",22940,22770,22694,22706,22758
Indiana,"Fulton County, IN",20340,20118,19995,20053,19974
Indiana,"Gibson County, IN",33644,33644,33721,33610,33659
Indiana,"Grant County, IN",67479,66669,66305,66039,65769
Indiana,"Greene County, IN",32416,32228,32172,32059,31922
Indiana,"Hamilton County, IN",308428,315902,322933,330311,338011
Indiana,"Hancock County, IN",72413,73765,74998,76478,78168
Indiana,"Harrison County, IN",39532,39661,39777,40214,40515
Indiana,"Hendricks County, IN",157776,160376,163622,166908,170311
Indiana,"Henry County, IN",48655,48345,48170,48131,47972
Indiana,"Howard County, IN",82338,82304,82210,82257,82544
Indiana,"Huntington County, IN",36518,36294,36222,36243,36520
Indiana,"Jackson County, IN",43875,43997,43955,44068,44231
Indiana,"Jasper County, IN",33478,33405,33424,33365,33562
Indiana,"Jay County, IN",21137,21017,20883,20727,20436
Indiana,"Jefferson County, IN",32297,32230,32013,32157,32308
Indiana,"Jennings County, IN",27834,27648,27652,27679,27735
Indiana,"Johnson County, IN",148962,151540,153820,156093,158167
Indiana,"Knox County, IN",37760,37333,37044,36596,36594
Indiana,"Kosciusko County, IN",78547,78732,79026,79416,79456
Indiana,"LaGrange County, IN",38616,39113,39248,39375,39614
Indiana,"Lake County, IN",487908,486092,484601,484440,485493
Indiana,"LaPorte County, IN",110835,110222,109842,109981,109888
Indiana,"Lawrence County, IN",45568,45578,45592,45630,45370
Indiana,"Madison County, IN",129388,129329,129418,129573,129569
Indiana,"Marion County, IN",939843,945685,950537,958700,964582
Indiana,"Marshall County, IN",46733,46586,46433,46296,46258
Indiana,"Martin County, IN",10216,10190,10181,10219,10255
Indiana,"Miami County, IN",36004,36043,35864,35646,35516
Indiana,"Monroe County, IN",144247,145757,146638,147230,148431
