average_annual_count,primary_state_name,cancer,race_ethnicity,sex,age,age_adjusted_rate,county_state,index_of_medical_underservice_score,popestimate2015,popestimate2016,popestimate2017,popestimate2018,popestimate2019,median_household_income_2015,median_household_income_2016,median_household_income_2017,median_household_income_2018,median_household_income_2019
17,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.8,"Lamar County, GA",60.0,18236,18484,18600,18961,19077,42177,44575,41060,48323,57402
40,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.9,"Wayne County, GA",52.0,29430,29974,29797,29810,29927,41466,42017,45814,44607,47382
30,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,159.9,"Wayne County, GA",52.0,29430,29974,29797,29810,29927,41466,42017,45814,44607,47382
49,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,243.5,"Coffee County, GA",39.0,42987,42908,42880,43055,43273,34775,38704,39408,39480,41675
33,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,132.6,"Coffee County, GA",39.0,42987,42908,42880,43055,43273,34775,38704,39408,39480,41675
47,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,240.9,"Murray County, GA",57.0,39430,39347,39803,39943,40096,43142,43203,45975,46810,50061
34,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,135.8,"Murray County, GA",57.0,39430,39347,39803,39943,40096,43142,43203,45975,46810,50061
223,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.7,"Richmond County, GA",49.66666667,201451,201949,201673,201667,202518,40821,41128,38297,40168,44810
191,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.1,"Richmond County, GA",49.66666667,201451,201949,201673,201667,202518,40821,41128,38297,40168,44810
35,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,239.7,"Chattooga County, GA",59.0,24905,24836,24746,24782,24789,38063,37345,39325,39513,41561
28,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,160.0,"Chattooga County, GA",59.0,24905,24836,24746,24782,24789,38063,37345,39325,39513,41561
34,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.4,"Franklin County, GA",60.0,22267,22316,22864,23034,23349,40156,41543,42703,42904,47691
24,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.1,"Franklin County, GA",60.0,22267,22316,22864,23034,23349,40156,41543,42703,42904,47691
17,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,236.0,"Wilkes County, GA",49.0,9911,9809,9860,9864,9777,34031,33735,34897,39361,39716
13,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.0,"Wilkes County, GA",49.0,9911,9809,9860,9864,9777,34031,33735,34897,39361,39716
26,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,234.3,"Brantley County, GA",59.0,18437,18415,18832,18985,19109,37709,37675,40906,41874,44680
19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.6,"Brantley County, GA",59.0,18437,18415,18832,18985,19109,37709,37675,40906,41874,44680
15,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,233.2,"Candler County, GA",55.0,10873,10849,10706,10827,10803,32806,32970,33846,35841,41665
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,112.8,"Candler County, GA",55.0,10873,10849,10706,10827,10803,32806,32970,33846,35841,41665
31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,232.5,"Tattnall County, GA",40.0,25387,25342,25409,25485,25286,37163,35567,38672,41440,41457
19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,133.3,"Tattnall County, GA",40.0,25387,25342,25409,25485,25286,37163,35567,38672,41440,41457
10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.9,"Atkinson County, GA",57.0,8340,8244,8182,8262,8165,32398,33318,34821,36779,38581
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,182.9,"Atkinson County, GA",57.0,8340,8244,8182,8262,8165,32398,33318,34821,36779,38581
65,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,231.6,"Gordon County, GA",59.0,56324,56933,57164,57628,57963,44580,45705,46868,49101,53373
55,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.4,"Gordon County, GA",59.0,56324,56933,57164,57628,57963,44580,45705,46868,49101,53373
36,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.9,"Upson County, GA",42.0,26231,26245,26201,26185,26320,37864,34039,39780,40965,40926
33,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,157.1,"Upson County, GA",42.0,26231,26245,26201,26185,26320,37864,34039,39780,40965,40926
23,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.8,"Pike County, GA",31.0,17925,17897,18204,18647,18962,56233,56901,62250,66901,74905
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,164.1,"Pike County, GA",31.0,17925,17897,18204,18647,18962,56233,56901,62250,66901,74905
25,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.8,"Burke County, GA",56.0,22632,22601,22545,22439,22383,36977,37410,41863,42785,42632
16,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,108.9,"Burke County, GA",56.0,22632,22601,22545,22439,22383,36977,37410,41863,42785,42632
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,230.2,"Miller County, GA",60.0,5848,5874,5813,5684,5718,35357,42771,37878,42483,41769
6,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.0,"Miller County, GA",60.0,5848,5874,5813,5684,5718,35357,42771,37878,42483,41769
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,229.6,"Treutlen County, GA",51.0,6803,6710,6746,6813,6901,32086,32100,34473,35069,37478
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,185.6,"Treutlen County, GA",51.0,6803,6710,6746,6813,6901,32086,32100,34473,35069,37478
46,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,228.1,"Tift County, GA",57.0,40536,40554,40431,40542,40644,39988,39982,41544,45680,47764
39,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.4,"Tift County, GA",57.0,40536,40554,40431,40542,40644,39988,39982,41544,45680,47764
119,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.7,"Carroll County, GA",61.0,114461,116077,117390,117997,119992,45453,50598,51388,52502,59193
101,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.8,"Carroll County, GA",61.0,114461,116077,117390,117997,119992,45453,50598,51388,52502,59193
189,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,227.3,"Muscogee County, GA",50.33333333,198702,196219,193836,194169,195769,41828,40895,42610,46628,47035
183,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.1,"Muscogee County, GA",50.33333333,198702,196219,193836,194169,195769,41828,40895,42610,46628,47035
103,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.6,"Newton County, GA",49.0,104884,106499,107846,109421,111744,51177,51167,55632,56598,58222
101,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.5,"Newton County, GA",49.0,104884,106499,107846,109421,111744,51177,51167,55632,56598,58222
76,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,225.1,"Troup County, GA",49.5,69595,69939,70062,70078,69922,41289,42955,43112,45234,47296
62,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,137.1,"Troup County, GA",49.5,69595,69939,70062,70078,69922,41289,42955,43112,45234,47296
74,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,224.9,"Jackson County, GA",59.0,63418,65061,67644,70325,72977,56102,55426,63422,68984,66645
57,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,141.1,"Jackson County, GA",59.0,63418,65061,67644,70325,72977,56102,55426,63422,68984,66645
66,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,223.0,"Bulloch County, GA",38.0,73116,74642,75991,77242,79608,36544,42083,42068,43766,48788
52,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,144.0,"Bulloch County, GA",38.0,73116,74642,75991,77242,79608,36544,42083,42068,43766,48788
5,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,221.5,"Chattahoochee County, GA",,11042,10047,10205,10600,10907,41066,44097,44439,46869,46106
52,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.9,"Colquitt County, GA",46.0,45466,45429,45480,45455,45600,34151,34931,36651,38633,41899
40,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.5,"Colquitt County, GA",46.0,45466,45429,45480,45455,45600,34151,34931,36651,38633,41899
27,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.7,"Mitchell County, GA",55.0,22449,22455,22317,22135,21863,34139,33490,36234,36788,37383
25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,163.1,"Mitchell County, GA",55.0,22449,22455,22317,22135,21863,34139,33490,36234,36788,37383
56,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,219.2,"Effingham County, GA",52.0,57076,58699,60086,62228,64296,63255,63776,68109,65793,71628
44,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,140.9,"Effingham County, GA",52.0,57076,58699,60086,62228,64296,63255,63776,68109,65793,71628
11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,218.1,"Randolph County, GA",44.0,7150,7155,6969,6812,6778,30505,31662,30847,28298,33505
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,120.1,"Randolph County, GA",44.0,7150,7155,6969,6812,6778,30505,31662,30847,28298,33505
6,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.8,"Schley County, GA",44.0,5209,5173,5235,5230,5257,41737,43396,43568,45378,51129
4,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,129.3,"Schley County, GA",44.0,5209,5173,5235,5230,5257,41737,43396,43568,45378,51129
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.1,"Cook County, GA",52.0,17070,17162,17213,17171,17270,34505,35518,36463,38827,40670
18,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,158.3,"Cook County, GA",52.0,17070,17162,17213,17171,17270,34505,35518,36463,38827,40670
10,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.1,"Jenkins County, GA",56.0,8899,8812,8813,8765,8676,29924,30611,32472,31419,32808
11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,183.4,"Jenkins County, GA",56.0,8899,8812,8813,8765,8676,29924,30611,32472,31419,32808
82,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.1,"Spalding County, GA",61.0,63818,64546,65358,66107,66703,41250,43065,45121,43510,49237
73,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,156.8,"Spalding County, GA",61.0,63818,64546,65358,66107,66703,41250,43065,45121,43510,49237
23,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,217.0,"Pierce County, GA",59.0,19094,19104,19197,19388,19465,39648,42908,42140,44389,46701
19,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.5,"Pierce County, GA",59.0,19094,19104,19197,19388,19465,39648,42908,42140,44389,46701
11,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.8,"Lanier County, GA",61.0,10269,10430,10425,10355,10423,37616,35690,39165,41564,42667
8,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.6,"Lanier County, GA",61.0,10269,10430,10425,10355,10423,37616,35690,39165,41564,42667
12,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,216.0,"Wilkinson County, GA",52.0,9080,9020,8954,9043,8954,38103,47309,40906,41036,43902
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,131.9,"Wilkinson County, GA",52.0,9080,9020,8954,9043,8954,38103,47309,40906,41036,43902
159,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.5,"Bibb County, GA",54.0,153945,153152,152840,152903,153159,38870,38115,39047,41390,43066
145,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.1,"Bibb County, GA",54.0,153945,153152,152840,152903,153159,38870,38115,39047,41390,43066
92,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.4,"Walker County, GA",61.0,68537,68455,68999,69443,69761,42249,40814,44176,43767,47548
75,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,147.9,"Walker County, GA",61.0,68537,68455,68999,69443,69761,42249,40814,44176,43767,47548
28,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.2,"Meriwether County, GA",50.0,21173,21074,21021,21094,21167,37866,34508,38442,38886,43571
25,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.5,"Meriwether County, GA",50.0,21173,21074,21021,21094,21167,37866,34508,38442,38886,43571
113,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,213.0,"Floyd County, GA",61.0,96186,96698,97500,97964,98498,41130,46634,45979,44906,50520
102,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,151.6,"Floyd County, GA",61.0,96186,96698,97500,97964,98498,41130,46634,45979,44906,50520
92,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,212.6,"Dougherty County, GA",55.33333333,91513,90389,89457,89200,87956,34799,35750,36994,38806,36894
91,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,148.9,"Dougherty County, GA",55.33333333,91513,90389,89457,89200,87956,34799,35750,36994,38806,36894
7,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.6,"Stewart County, GA",50.0,5973,6122,6314,6435,6621,28977,24945,31800,33053,34566
6,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,170.9,"Stewart County, GA",50.0,5973,6122,6314,6435,6621,28977,24945,31800,33053,34566
24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,211.4,"Banks County, GA",60.0,18381,18325,18628,18972,19234,44146,43370,49481,55384,53481
15,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,117.1,"Banks County, GA",60.0,18381,18325,18628,18972,19234,44146,43370,49481,55384,53481
17,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.8,"Jeff Davis County, GA",51.0,15013,14965,15039,15048,15115,36186,35538,36786,37211,40603
11,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.3,"Jeff Davis County, GA",51.0,15013,14965,15039,15048,15115,36186,35538,36786,37211,40603
27,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.6,"Dodge County, GA",44.0,21142,20854,20749,20793,20605,34611,35779,36067,35636,41118
17,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,115.8,"Dodge County, GA",44.0,21142,20854,20749,20793,20605,34611,35779,36067,35636,41118
35,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.5,"Putnam County, GA",57.0,21307,21515,21692,21820,22119,44323,44785,47710,51205,62282
23,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,125.5,"Putnam County, GA",57.0,21307,21515,21692,21820,22119,44323,44785,47710,51205,62282
31,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,210.5,"Grady County, GA",59.0,25089,24869,24773,24774,24633,36486,40234,41095,41002,42603
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,111.8,"Grady County, GA",59.0,25089,24869,24773,24774,24633,36486,40234,41095,41002,42603
100,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,208.5,"Walton County, GA",55.0,88333,89786,91296,93202,94593,57312,55267,58028,65416,67007
82,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,139.4,"Walton County, GA",55.0,88333,89786,91296,93202,94593,57312,55267,58028,65416,67007
24,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,207.7,"Morgan County, GA",39.0,17948,18107,18373,18831,19276,51081,55347,55251,57978,67089
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,142.6,"Morgan County, GA",39.0,17948,18107,18373,18831,19276,51081,55347,55251,57978,67089
23,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,205.1,"Appling County, GA",45.0,18423,18428,18438,18526,18386,39588,37954,40862,42781,43821
20,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,155.6,"Appling County, GA",45.0,18423,18428,18438,18526,18386,39588,37954,40862,42781,43821
9,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.7,"Wheeler County, GA",35.0,7911,8015,7960,7898,7855,30926,29532,31001,32691,35927
5,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,121.0,"Wheeler County, GA",35.0,7911,8015,7960,7898,7855,30926,29532,31001,32691,35927
18,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.3,"Screven County, GA",51.0,14059,14003,13956,13960,13966,35911,36414,38870,39048,42331
18,Georgia,All Cancer Sites,All Races (includes Hispanic),Females,All Ages,165.7,"Screven County, GA",51.0,14059,14003,13956,13960,13966,35911,36414,38870,39048,42331
26,Georgia,All Cancer Sites,All Races (includes Hispanic),Males,All Ages,201.1,"Worth County, GA",47.0,20688,20703,20528,20302,20247,39560,40122,42913,48708,43142
