,STNAME,CTYNAME,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
1276,Michigan,Eaton County,108661,109183,109456,109710,110268
1277,Michigan,Emmet County,32924,32875,33081,33225,33415
1278,Michigan,Genesee County,410461,408926,407488,406688,405813
1279,Michigan,Gladwin County,25227,25154,25241,25326,25449
1280,Michigan,Gogebic County,15536,15340,15340,15116,13975
1281,Michigan,Grand Traverse County,91541,91957,91791,92530,93088
1282,Michigan,Gratiot County,41331,40955,40979,40602,40711
1283,Michigan,Hillsdale County,45883,45773,45820,45702,45605
1284,Michigan,Houghton County,36228,36299,36198,35943,35684
1285,Michigan,Huron County,31763,31486,31306,31211,30981
1286,Michigan,Ingham County,287096,289804,292018,291612,292406
1287,Michigan,Ionia County,64056,64187,64284,64276,64697
1288,Michigan,Iosco County,25343,25284,25128,25103,25127
1289,Michigan,Iron County,11320,11167,11105,11104,11066
1290,Michigan,Isabella County,70767,71263,71077,70463,69872
1291,Michigan,Jackson County,159264,158277,158563,158566,158510
1292,Michigan,Kalamazoo County,259676,261304,262998,264680,265066
1293,Michigan,Kalkaska County,17248,17263,17571,17806,18038
1294,Michigan,Kent County,637164,643858,649278,653350,656955
1295,Michigan,Keweenaw County,2123,2139,2085,2090,2116
1296,Michigan,Lake County,11697,11853,11981,11876,11853
1297,Michigan,Lapeer County,88368,88171,88122,87921,87607
1298,Michigan,Leelanau County,21633,21507,21645,21714,21761
1299,Michigan,Lenawee County,98391,98496,98427,98141,98451
1300,Michigan,Livingston County,187171,188547,189869,191190,191995
1301,Michigan,Luce County,6430,6335,6370,6327,6229
1302,Michigan,Mackinac County,10821,10724,10768,10781,10799
1303,Michigan,Macomb County,864960,868534,871364,872795,873972
1304,Michigan,Manistee County,24457,24424,24393,24455,24558
1305,Michigan,Marquette County,67326,66532,66493,66381,66699
1306,Michigan,Mason County,28738,28810,28996,29084,29144
1307,Michigan,Mecosta County,43005,43141,43258,43400,43453
1308,Michigan,Menominee County,23476,23208,22981,22927,22780
1309,Michigan,Midland County,83662,83422,83314,83223,83156
1310,Michigan,Missaukee County,14882,15018,15020,15101,15118
1311,Michigan,Monroe County,149353,149159,149449,150174,150500
1312,Michigan,Montcalm County,62763,62953,63527,63936,63888
1313,Michigan,Montmorency County,9287,9203,9233,9275,9328
1314,Michigan,Muskegon County,172447,173227,173645,173599,173566
1315,Michigan,Newaygo County,47882,47811,48320,48839,48980
1316,Michigan,Oakland County,1244602,1251027,1256016,1256694,1257584
1317,Michigan,Oceana County,26323,26311,26422,26555,26467
1318,Michigan,Ogemaw County,20877,20850,20882,20882,20997
1319,Michigan,Ontonagon County,6037,5939,5889,5801,5720
1320,Michigan,Osceola County,23177,23170,23267,23377,23460
1321,Michigan,Oscoda County,8277,8259,8238,8224,8241
1322,Michigan,Otsego County,24203,24408,24528,24641,24668
1323,Michigan,Ottawa County,280859,283712,286581,289808,291830
1324,Michigan,Presque Isle County,12801,12735,12742,12698,12592
1325,Michigan,Roscommon County,23912,23779,23731,23812,24019
1326,Michigan,Saginaw County,193305,192507,191965,190791,190539
1327,Michigan,St. Clair County,159700,159369,159005,159031,159128
1328,Michigan,St. Joseph County,60804,60790,60710,60912,60964
1329,Michigan,Sanilac County,41464,41405,41242,41192,41170
1330,Michigan,Schoolcraft County,8121,7967,8013,8044,8094
1331,Michigan,Shiawassee County,68505,68542,68400,68133,68122
1332,Michigan,Tuscola County,53726,53276,52815,52633,52245
1333,Michigan,Van Buren County,75060,75267,75303,75481,75677
1334,Michigan,Washtenaw County,362975,366135,368807,369483,367601
1335,Michigan,Wayne County,1764872,1760612,1757217,1754453,1749343
1336,Michigan,Wexford County,32889,33081,33234,33446,33631
1337,Minnesota,Minnesota,5482032,5522744,5566230,5606249,5639632
1338,Minnesota,Aitkin County,15852,15754,15792,15887,15886
1339,Minnesota,Anoka County,344176,346526,350203,353441,356921
1340,Minnesota,Becker County,33445,33718,34082,34389,34423
1341,Minnesota,Beltrami County,45605,46008,46477,46735,47188
1342,Minnesota,Benton County,39422,39687,40135,40510,40889
1343,Minnesota,Big Stone County,4993,5002,5004,4990,4991
1344,Minnesota,Blue Earth County,65673,66355,66916,67378,67653
1345,Minnesota,Brown County,25240,25272,25172,25125,25008
1346,Minnesota,Carlton County,35409,35555,35509,35822,35871
1347,Minnesota,Carver County,98630,100374,102118,103533,105089
1348,Minnesota,Cass County,28698,29030,29324,29511,29779
1349,Minnesota,Chippewa County,12084,12036,11944,11901,11800
1350,Minnesota,Chisago County,54129,54638,55257,55972,56579
1351,Minnesota,Clay County,62169,63055,63766,64017,64222
1352,Minnesota,Clearwater County,8797,8831,8845,8815,8818
1353,Minnesota,Cook County,5245,5338,5411,5425,5463
1354,Minnesota,Cottonwood County,11422,11367,11249,11259,11196
1355,Minnesota,Crow Wing County,63229,63729,64278,64794,65055
1356,Minnesota,Dakota County,414131,417555,421518,425040,429021
1357,Minnesota,Dodge County,20410,20540,20696,20767,20934
1358,Minnesota,Douglas County,36790,37154,37520,37960,38141
1359,Minnesota,Faribault County,13981,13867,13768,13736,13653
1360,Minnesota,Fillmore County,20739,20916,20980,21044,21067
1361,Minnesota,Freeborn County,30522,30449,30582,30480,30281
1362,Minnesota,Goodhue County,46060,46226,46307,46299,46340
1363,Minnesota,Grant County,5867,5930,5916,5989,5972
1364,Minnesota,Hennepin County,1222200,1235371,1247847,1257925,1265843
1365,Minnesota,Houston County,18686,18703,18677,18572,18600
1366,Minnesota,Hubbard County,20646,20701,20965,21291,21491
1367,Minnesota,Isanti County,38281,38778,39543,39950,40596
1368,Minnesota,Itasca County,45267,45168,45088,45051,45130
1369,Minnesota,Jackson County,10096,9968,9965,9895,9846
1370,Minnesota,Kanabec County,15888,15912,16060,16246,16337
1371,Minnesota,Kandiyohi County,42623,42697,42778,42910,43199
1372,Minnesota,Kittson County,4409,4320,4261,4268,4298
1373,Minnesota,Koochiching County,12797,12610,12506,12431,12229
1374,Minnesota,Lac qui Parle County,6877,6746,6683,6664,6623
1375,Minnesota,Lake County,10541,10514,10493,10610,10641
1376,Minnesota,Lake of the Woods County,3868,3781,3727,3737,3740
1377,Minnesota,Le Sueur County,27755,27772,28210,28588,28887
1378,Minnesota,Lincoln County,5710,5703,5665,5668,5639
1379,Minnesota,Lyon County,25826,25971,25929,25583,25474
1380,Minnesota,McLeod County,35814,35749,35876,35827,35893
1381,Minnesota,Mahnomen County,5432,5484,5567,5497,5527
1382,Minnesota,Marshall County,9409,9369,9361,9383,9336
1383,Minnesota,Martin County,20036,19904,19866,19772,19683
1384,Minnesota,Meeker County,23045,23064,23047,23145,23222
1385,Minnesota,Mille Lacs County,25494,25594,25861,26100,26277
1386,Minnesota,Morrison County,32775,32918,33084,33158,33386
1387,Minnesota,Mower County,39492,39567,39773,40142,40062
1388,Minnesota,Murray County,8394,8305,8332,8254,8194
1389,Minnesota,Nicollet County,33526,33720,34052,34199,34274
1390,Minnesota,Nobles County,21748,21878,21671,21744,21629
1391,Minnesota,Norman County,6621,6534,6589,6479,6375
1392,Minnesota,Olmsted County,151397,153272,154727,156358,158293
1393,Minnesota,Otter Tail County,57520,57820,58219,58670,58746
1394,Minnesota,Pennington County,14237,14206,14178,14173,14119
1395,Minnesota,Pine County,29045,28866,29159,29468,29579
1396,Minnesota,Pipestone County,9295,9248,9157,9127,9126
1397,Minnesota,Polk County,31497,31698,31637,31411,31364
1398,Minnesota,Pope County,10936,10970,10988,11095,11249
1399,Minnesota,Ramsey County,536631,541502,544886,548872,550321
1400,Minnesota,Red Lake County,4031,3987,4009,3992,4055
1401,Minnesota,Redwood County,15425,15216,15244,15252,15170
1402,Minnesota,Renville County,14798,14613,14693,14609,14548
1403,Minnesota,Rice County,65323,65868,66196,66566,66972
1404,Minnesota,Rock County,9442,9392,9459,9401,9315
1405,Minnesota,Roseau County,15621,15557,15305,15158,15165
1406,Minnesota,St. Louis County,200296,199967,199778,199685,199070
1407,Minnesota,Scott County,141329,143309,145535,147191,149013
1408,Minnesota,Sherburne County,91415,93228,94476,95957,97238
1409,Minnesota,Sibley County,14889,14812,14899,14997,14865
1410,Minnesota,Stearns County,156003,157225,158301,159656,161075
1411,Minnesota,Steele County,36599,36644,36787,36738,36649
1412,Minnesota,Stevens County,9874,9810,9706,9752,9805
1413,Minnesota,Swift County,9376,9442,9387,9323,9266
1414,Minnesota,Todd County,24328,24381,24526,24570,24664
1415,Minnesota,Traverse County,3373,3330,3304,3291,3259
1416,Minnesota,Wabasha County,21387,21435,21590,21645,21627
1417,Minnesota,Wadena County,13667,13550,13647,13723,13682
1418,Minnesota,Waseca County,18926,18783,18713,18664,18612
1419,Minnesota,Washington County,250386,252502,255464,258899,262440
1420,Minnesota,Watonwan County,11018,11002,10934,11007,10897
1421,Minnesota,Wilkin County,6357,6323,6322,6244,6207
1422,Minnesota,Winona County,50827,50861,50718,50735,50484
1423,Minnesota,Wright County,130973,132324,134205,136313,138377
1424,Minnesota,Yellow Medicine County,9837,9888,9836,9799,9709
1425,Mississippi,Mississippi,2988471,2987938,2988510,2981020,2976149
1426,Mississippi,Adams County,31561,31569,31462,31044,30693
1427,Mississippi,Alcorn County,37276,37246,37165,36810,36953
1428,Mississippi,Amite County,12553,12433,12448,12327,12297
1429,Mississippi,Attala County,18665,18551,18467,18328,18174
1430,Mississippi,Benton County,8155,8247,8255,8243,8259
1431,Mississippi,Bolivar County,33230,32549,31718,31115,30628
1432,Mississippi,Calhoun County,14639,14553,14508,14432,14361
1433,Mississippi,Carroll County,10203,10186,10094,9920,9947
1434,Mississippi,Chickasaw County,17395,17224,17144,17100,17103
1435,Mississippi,Choctaw County,8372,8299,8240,8265,8210
1436,Mississippi,Claiborne County,9209,9152,9026,9072,8988
1437,Mississippi,Clarke County,16022,15896,15805,15585,15541
1438,Mississippi,Clay County,20005,19854,19621,19404,19316
1439,Mississippi,Coahoma County,24500,23834,23214,22605,22124
1440,Mississippi,Copiah County,28865,28647,28528,28400,28065
1441,Mississippi,Covington County,19243,19174,19014,18825,18636
1442,Mississippi,DeSoto County,173271,175721,179005,181932,184945
1443,Mississippi,Forrest County,75593,75564,75155,74912,74897
1444,Mississippi,Franklin County,7729,7709,7754,7758,7713
1445,Mississippi,George County,23378,23645,23951,24110,24500
1446,Mississippi,Greene County,13549,13566,13529,13996,13586
1447,Mississippi,Grenada County,21444,21219,21037,20984,20758
1448,Mississippi,Hancock County,46305,46643,46949,47278,47632
1449,Mississippi,Harrison County,200674,202504,204966,206284,208080
1450,Mississippi,Hinds County,244216,242176,239929,235824,231840
1451,Mississippi,Holmes County,18367,18017,17849,17444,17010
1452,Mississippi,Humphreys County,8705,8588,8333,8256,8064
1453,Mississippi,Issaquena County,1337,1326,1341,1307,1327
1454,Mississippi,Itawamba County,23543,23416,23499,23461,23390
1455,Mississippi,Jackson County,141354,141535,142246,143127,143617
1456,Mississippi,Jasper County,16554,16588,16574,16425,16383
1457,Mississippi,Jefferson County,7503,7312,7227,7093,6990
1458,Mississippi,Jefferson Davis County,11632,11436,11284,11215,11128
1459,Mississippi,Jones County,68629,68473,68364,68196,68098
1460,Mississippi,Kemper County,10111,10035,10093,9733,9742
1461,Mississippi,Lafayette County,52736,53476,54178,53542,54019
1462,Mississippi,Lamar County,60966,61364,61536,62637,63343
1463,Mississippi,Lauderdale County,78348,77376,76309,75238,74125
1464,Mississippi,Lawrence County,12691,12812,12629,12448,12586
1465,Mississippi,Leake County,22777,22789,22819,22791,22786
1466,Mississippi,Lee County,84740,84837,85071,85276,85436
1467,Mississippi,Leflore County,30241,29779,29292,28616,28183
1468,Mississippi,Lincoln County,34522,34375,34340,34210,34153
1469,Mississippi,Lowndes County,59697,59549,59147,58760,58595
1470,Mississippi,Madison County,102453,103852,104584,105648,106272
1471,Mississippi,Marion County,25412,25106,25108,24752,24573
1472,Mississippi,Marshall County,35891,35785,35590,35436,35294
1473,Mississippi,Monroe County,35823,35897,35851,35543,35252
1474,Mississippi,Montgomery County,10195,10235,10143,9994,9775
1475,Mississippi,Neshoba County,29481,29473,29435,29151,29118
1476,Mississippi,Newton County,21569,21461,21396,21355,21018
1477,Mississippi,Noxubee County,10942,10879,10711,10550,10417
1478,Mississippi,Oktibbeha County,49510,49534,49678,49249,49587
1479,Mississippi,Panola County,34202,34241,34158,34156,34192
1480,Mississippi,Pearl River County,54944,55037,55255,55323,55535
1481,Mississippi,Perry County,12071,12056,12014,11918,11973
1482,Mississippi,Pike County,39890,39592,39510,39380,39288
1483,Mississippi,Pontotoc County,30857,31470,31709,31881,32174
1484,Mississippi,Prentiss County,25440,25405,25215,25088,25126
1485,Mississippi,Quitman County,7511,7368,7208,7055,6792
1486,Mississippi,Rankin County,149447,151514,152904,154250,155271
1487,Mississippi,Scott County,28432,28351,28436,28319,28124
1488,Mississippi,Sharkey County,4563,4513,4415,4375,4321
1489,Mississippi,Simpson County,27169,26992,26905,26717,26658
1490,Mississippi,Smith County,16079,15949,16073,16029,15916
1491,Mississippi,Stone County,18271,18183,18593,17997,18336
1492,Mississippi,Sunflower County,26877,26493,26142,26211,25110
1493,Mississippi,Tallahatchie County,14582,14342,14094,13961,13809
1494,Mississippi,Tate County,28465,28306,28581,28347,28321
1495,Mississippi,Tippah County,22018,22063,21953,22039,22015
1496,Mississippi,Tishomingo County,19481,19442,19518,19383,19383
1497,Mississippi,Tunica County,10264,10139,9984,9922,9632
1498,Mississippi,Union County,28311,28308,28486,28615,28815
1499,Mississippi,Walthall County,14601,14556,14505,14436,14286
1500,Mississippi,Warren County,47481,46958,46682,46093,45381
1501,Mississippi,Washington County,47959,47183,46197,45036,43909
1502,Mississippi,Wayne County,20497,20460,20430,20296,20183
1503,Mississippi,Webster County,9873,9758,9732,9788,9689
1504,Mississippi,Wilkinson County,9089,9020,8855,8781,8630
1505,Mississippi,Winston County,18447,18340,18237,18164,17955
1506,Mississippi,Yalobusha County,12458,12461,12449,12361,12108
1507,Mississippi,Yazoo County,27411,27972,28659,29093,29690
1508,Missouri,Missouri,6071732,6087135,6106670,6121623,6137428
1509,Missouri,Adair County,25353,25244,25429,25476,25343
1510,Missouri,Andrew County,17314,17351,17474,17662,17712
1511,Missouri,Atchison County,5295,5281,5243,5183,5143
1512,Missouri,Audrain County,25950,25870,25590,25423,25388
1513,Missouri,Barry County,35293,35226,35631,35712,35789
1514,Missouri,Barton County,11825,11825,11793,11790,11754
1515,Missouri,Bates County,16362,16351,16293,16304,16172
1516,Missouri,Benton County,18791,18934,19072,19297,19443
1517,Missouri,Bollinger County,12316,12205,12280,12189,12133
1518,Missouri,Boone County,174404,176315,178012,179061,180463
1519,Missouri,Buchanan County,89082,89032,88660,88163,87364
1520,Missouri,Butler County,42829,42769,42618,42587,42478
1521,Missouri,Caldwell County,9002,9043,9059,9071,9020
1522,Missouri,Callaway County,44699,45069,44982,44954,44743
1523,Missouri,Camden County,44735,44906,45473,45913,46305
1524,Missouri,Cape Girardeau County,78238,78445,78261,78638,78871
1525,Missouri,Carroll County,8879,8844,8779,8726,8679
1526,Missouri,Carter County,6280,6210,6179,6083,5982
1527,Missouri,Cass County,101339,102622,103477,104769,105780
1528,Missouri,Cedar County,13782,13876,14070,14136,14349
1529,Missouri,Chariton County,7576,7501,7457,7457,7426
1530,Missouri,Christian County,83077,84184,85392,87044,88595
1531,Missouri,Clark County,6808,6739,6720,6833,6797
1532,Missouri,Clay County,235161,238583,242527,246360,249948
1533,Missouri,Clinton County,20581,20548,20551,20435,20387
1534,Missouri,Cole County,76818,76702,76632,76720,76745
1535,Missouri,Cooper County,17614,17702,17647,17626,17709
1536,Missouri,Crawford County,24511,24265,24107,23968,23920
1537,Missouri,Dade County,7574,7606,7586,7564,7561
1538,Missouri,Dallas County,16344,16381,16699,16782,16878
1539,Missouri,Daviess County,8283,8224,8358,8334,8278
1540,Missouri,DeKalb County,12540,12496,12532,12515,12547
1541,Missouri,Dent County,15656,15454,15497,15547,15573
1542,Missouri,Douglas County,13356,13353,13276,13359,13185
1543,Missouri,Dunklin County,30844,30562,30121,29478,29131
1544,Missouri,Franklin County,102251,102704,103315,103716,103967
1545,Missouri,Gasconade County,14742,14746,14683,14680,14706
1546,Missouri,Gentry County,6654,6624,6634,6598,6571
1547,Missouri,Greene County,287312,287818,289512,291054,293086
1548,Missouri,Grundy County,10031,10111,9991,9975,9850
1549,Missouri,Harrison County,8622,8579,8506,8394,8352
1550,Missouri,Henry County,21725,21625,21695,21808,21824
1551,Missouri,Hickory County,9266,9356,9395,9458,9544
1552,Missouri,Holt County,4483,4453,4407,4412,4403
1553,Missouri,Howard County,10134,10032,10066,10059,10001
1554,Missouri,Howell County,40070,40132,40074,40126,40117
1555,Missouri,Iron County,10203,10123,10181,10187,10125
1556,Missouri,Jackson County,686783,692430,698072,700784,703011
1557,Missouri,Jasper County,118548,119219,120048,120455,121328
1558,Missouri,Jefferson County,223116,223377,223769,224410,225081
1559,Missouri,Johnson County,53496,53497,53735,53621,54062
1560,Missouri,Knox County,3907,3933,3970,3965,3959
1561,Missouri,Laclede County,35469,35450,35418,35596,35723
1562,Missouri,Lafayette County,32624,32534,32579,32542,32708
1563,Missouri,Lawrence County,37981,38164,38256,38264,38355
1564,Missouri,Lewis County,10138,10072,9952,9839,9776
1565,Missouri,Lincoln County,54567,55146,56045,57613,59013
1566,Missouri,Linn County,12293,12146,12168,12039,11920
1567,Missouri,Livingston County,14938,15127,15157,15181,15227
1568,Missouri,McDonald County,22683,22705,22722,22963,22837
1569,Missouri,Macon County,15284,15164,15262,15167,15117
1570,Missouri,Madison County,12178,12213,12230,12188,12088
1571,Missouri,Maries County,8936,8821,8790,8770,8697
1572,Missouri,Marion County,28697,28689,28585,28540,28530
1573,Missouri,Mercer County,3660,3661,3656,3626,3617
1574,Missouri,Miller County,24872,24998,25202,25315,25619
1575,Missouri,Mississippi County,13965,13738,13594,13394,13180
1576,Missouri,Moniteau County,15873,15991,16047,16186,16132
