,STNAME,CTYNAME,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
2396,South Carolina,Richland County,406008,409014,411800,414202,415759
2397,South Carolina,Saluda County,20159,20187,20299,20397,20473
2398,South Carolina,Spartanburg County,296558,300867,306740,314137,319785
2399,South Carolina,Sumter County,107151,107075,106431,106409,106721
2400,South Carolina,Union County,27743,27666,27400,27324,27316
2401,South Carolina,Williamsburg County,32519,31912,31216,30606,30368
2402,South Carolina,York County,250566,257866,266165,273782,280979
2403,South Dakota,South Dakota,853988,862996,872868,878698,884659
2404,South Dakota,Aurora County,2744,2764,2769,2785,2751
2405,South Dakota,Beadle County,18127,18188,18541,18423,18453
2406,South Dakota,Bennett County,3402,3441,3446,3473,3365
2407,South Dakota,Bon Homme County,6943,6940,6952,6910,6901
2408,South Dakota,Brookings County,33800,34301,34749,35077,35077
2409,South Dakota,Brown County,38400,38900,39290,39145,38839
2410,South Dakota,Brule County,5243,5216,5304,5230,5297
2411,South Dakota,Buffalo County,2098,2030,2013,2027,1962
2412,South Dakota,Butte County,10207,10124,10114,10253,10429
2413,South Dakota,Campbell County,1413,1386,1372,1366,1376
2414,South Dakota,Charles Mix County,9360,9358,9404,9331,9292
2415,South Dakota,Clark County,3649,3637,3679,3726,3736
2416,South Dakota,Clay County,13768,13933,14032,13983,14070
2417,South Dakota,Codington County,27899,28062,28125,28033,28009
2418,South Dakota,Corson County,4175,4118,4195,4178,4086
2419,South Dakota,Custer County,8444,8606,8763,8812,8972
2420,South Dakota,Davison County,19916,20011,19870,19784,19775
2421,South Dakota,Day County,5496,5509,5494,5507,5424
2422,South Dakota,Deuel County,4323,4253,4311,4352,4351
2423,South Dakota,Dewey County,5705,5785,5857,5925,5892
2424,South Dakota,Douglas County,2952,2919,2927,2926,2921
2425,South Dakota,Edmunds County,3996,3939,3915,3866,3829
2426,South Dakota,Fall River County,6800,6785,6698,6740,6713
2427,South Dakota,Faulk County,2307,2317,2323,2315,2299
2428,South Dakota,Grant County,7218,7212,7159,7103,7052
2429,South Dakota,Gregory County,4192,4158,4206,4189,4185
2430,South Dakota,Haakon County,1850,1885,1921,1902,1899
2431,South Dakota,Hamlin County,5976,5917,5998,6070,6164
2432,South Dakota,Hand County,3306,3275,3275,3240,3191
2433,South Dakota,Hanson County,3387,3383,3409,3364,3453
2434,South Dakota,Harding County,1270,1267,1244,1252,1298
2435,South Dakota,Hughes County,17555,17604,17670,17683,17526
2436,South Dakota,Hutchinson County,7267,7327,7349,7306,7291
2437,South Dakota,Hyde County,1386,1333,1297,1271,1301
2438,South Dakota,Jackson County,3278,3280,3269,3278,3344
2439,South Dakota,Jerauld County,2018,2008,2024,2026,2013
2440,South Dakota,Jones County,917,931,922,928,903
2441,South Dakota,Kingsbury County,4952,4973,4929,4926,4939
2442,South Dakota,Lake County,12334,12605,12795,13055,12797
2443,South Dakota,Lawrence County,24827,25317,25677,25727,25844
2444,South Dakota,Lincoln County,52959,54567,56681,58795,61128
2445,South Dakota,Lyman County,3881,3900,3876,3804,3781
2446,South Dakota,McCook County,5483,5508,5561,5601,5586
2447,South Dakota,McPherson County,2397,2418,2401,2401,2379
2448,South Dakota,Marshall County,4821,4833,4945,4921,4935
2449,South Dakota,Meade County,26770,27339,27941,28204,28332
2450,South Dakota,Mellette County,2025,2076,2063,2034,2061
2451,South Dakota,Miner County,2207,2229,2200,2204,2216
2452,South Dakota,Minnehaha County,183439,186268,189538,190992,193134
2453,South Dakota,Moody County,6453,6508,6494,6502,6576
2454,South Dakota,Oglala Lakota County,14358,14425,14384,14331,14177
2455,South Dakota,Pennington County,108088,109111,110503,111950,113775
2456,South Dakota,Perkins County,2984,2964,2962,2908,2865
2457,South Dakota,Potter County,2295,2256,2214,2206,2153
2458,South Dakota,Roberts County,10209,10192,10265,10376,10394
2459,South Dakota,Sanborn County,2348,2374,2435,2396,2344
2460,South Dakota,Spink County,6554,6493,6507,6484,6376
2461,South Dakota,Stanley County,2974,3012,2986,3017,3098
2462,South Dakota,Sully County,1401,1410,1398,1377,1391
2463,South Dakota,Todd County,10041,10233,10277,10245,10177
2464,South Dakota,Tripp County,5422,5495,5443,5491,5441
2465,South Dakota,Turner County,8131,8259,8303,8422,8384
2466,South Dakota,Union County,14925,15137,15277,15570,15932
2467,South Dakota,Walworth County,5404,5472,5497,5477,5435
2468,South Dakota,Yankton County,22682,22649,22682,22759,22814
2469,South Dakota,Ziebach County,2837,2871,2748,2744,2756
2470,Tennessee,Tennessee,6591170,6646010,6708799,6771631,6829174
2471,Tennessee,Anderson County,75456,75528,76056,76287,76978
2472,Tennessee,Bedford County,46948,47442,48211,49146,49713
2473,Tennessee,Benton County,16220,16082,15993,16246,16160
2474,Tennessee,Bledsoe County,14601,14738,14895,14883,15064
2475,Tennessee,Blount County,126954,128264,129999,131331,133088
2476,Tennessee,Bradley County,103774,104390,105421,107050,108110
2477,Tennessee,Campbell County,39772,39784,39791,39795,39842
2478,Tennessee,Cannon County,13740,13876,14157,14440,14678
2479,Tennessee,Carroll County,27982,27901,27807,27975,27767
2480,Tennessee,Carter County,56375,56473,56510,56417,56391
2481,Tennessee,Cheatham County,39593,39775,40366,40502,40667
2482,Tennessee,Chester County,17123,17130,17154,17245,17297
2483,Tennessee,Claiborne County,31555,31634,31661,31850,31959
2484,Tennessee,Clay County,7663,7654,7663,7677,7615
2485,Tennessee,Cocke County,35138,35234,35528,35858,36004
2486,Tennessee,Coffee County,54093,54537,55016,55877,56520
2487,Tennessee,Crockett County,14586,14448,14436,14296,14230
2488,Tennessee,Cumberland County,58217,58580,59023,59738,60520
2489,Tennessee,Davidson County,679793,685829,687159,690516,694144
2490,Tennessee,Decatur County,11600,11735,11732,11699,11663
2491,Tennessee,DeKalb County,19292,19444,19876,20133,20490
2492,Tennessee,Dickson County,51334,51900,52774,53446,53948
2493,Tennessee,Dyer County,37753,37542,37339,37286,37159
2494,Tennessee,Fayette County,39280,39703,40150,40556,41133
2495,Tennessee,Fentress County,17965,18040,18214,18322,18523
2496,Tennessee,Franklin County,41343,41518,41623,41935,42208
2497,Tennessee,Gibson County,49329,49250,49255,49171,49133
2498,Tennessee,Giles County,28973,29165,29379,29446,29464
2499,Tennessee,Grainger County,22848,23095,23106,23137,23320
2500,Tennessee,Greene County,68586,68529,68821,69164,69069
2501,Tennessee,Grundy County,13337,13276,13332,13348,13427
2502,Tennessee,Hamblen County,63353,63681,64062,64629,64934
2503,Tennessee,Hamilton County,353690,357778,361032,364293,367804
2504,Tennessee,Hancock County,6577,6583,6593,6561,6620
2505,Tennessee,Hardeman County,25817,25584,25488,25276,25050
2506,Tennessee,Hardin County,25754,25740,25738,25693,25652
2507,Tennessee,Hawkins County,56370,56565,56620,56713,56786
2508,Tennessee,Haywood County,18036,17822,17607,17347,17304
2509,Tennessee,Henderson County,28078,27855,27851,27983,28117
2510,Tennessee,Henry County,32127,32232,32380,32336,32345
2511,Tennessee,Hickman County,24373,24666,24839,25007,25178
2512,Tennessee,Houston County,8124,8101,8158,8234,8201
2513,Tennessee,Humphreys County,18157,18383,18503,18551,18582
2514,Tennessee,Jackson County,11534,11611,11702,11777,11786
2515,Tennessee,Jefferson County,53011,53148,53730,54012,54495
2516,Tennessee,Johnson County,17842,17759,17603,17774,17788
2517,Tennessee,Knox County,451297,456089,461565,466258,470313
2518,Tennessee,Lake County,7602,7531,7451,7407,7016
2519,Tennessee,Lauderdale County,26903,25320,26093,25997,25633
2520,Tennessee,Lawrence County,42592,43056,43388,43771,44142
2521,Tennessee,Lewis County,11875,11891,12025,12074,12268
2522,Tennessee,Lincoln County,33609,33564,33892,34189,34366
2523,Tennessee,Loudon County,50916,51373,52260,53082,54068
2524,Tennessee,McMinn County,52502,52700,52931,53336,53794
2525,Tennessee,McNairy County,25864,25832,26001,25830,25694
2526,Tennessee,Macon County,23076,23340,23905,24289,24602
2527,Tennessee,Madison County,97569,97478,97491,97603,97984
2528,Tennessee,Marion County,28397,28383,28406,28598,28907
2529,Tennessee,Marshall County,31590,32035,33020,33806,34375
2530,Tennessee,Maury County,87425,89556,92237,94273,96387
2531,Tennessee,Meigs County,11804,11953,12042,12297,12422
2532,Tennessee,Monroe County,45625,45848,46035,46269,46545
2533,Tennessee,Montgomery County,192398,194424,199771,205312,208993
2534,Tennessee,Moore County,6261,6293,6391,6457,6488
2535,Tennessee,Morgan County,21494,21741,21555,21534,21403
2536,Tennessee,Obion County,30561,30547,30375,30274,30069
2537,Tennessee,Overton County,22067,21964,21998,22068,22241
2538,Tennessee,Perry County,7852,7880,7954,8050,8076
2539,Tennessee,Pickett County,5139,5091,5062,5053,5048
2540,Tennessee,Polk County,16769,16794,16759,16918,16832
2541,Tennessee,Putnam County,75074,75985,77299,78631,80245
2542,Tennessee,Rhea County,32373,32474,32671,32911,33167
2543,Tennessee,Roane County,52770,52944,53020,53258,53382
2544,Tennessee,Robertson County,68687,69393,70328,71179,71813
2545,Tennessee,Rutherford County,298197,307415,316531,324647,332285
2546,Tennessee,Scott County,21893,21890,21964,22028,22068
2547,Tennessee,Sequatchie County,14641,14754,14767,14891,15026
2548,Tennessee,Sevier County,95417,96470,97307,97895,98250
2549,Tennessee,Shelby County,937067,936021,935251,936365,937166
2550,Tennessee,Smith County,19308,19526,19732,19979,20157
2551,Tennessee,Stewart County,13187,13190,13422,13619,13715
2552,Tennessee,Sullivan County,156199,156182,156924,157599,158348
2553,Tennessee,Sumner County,175326,179332,183756,187490,191283
2554,Tennessee,Tipton County,61533,61223,61305,61576,61599
2555,Tennessee,Trousdale County,8051,9955,10831,11033,11284
2556,Tennessee,Unicoi County,17819,17737,17796,17822,17883
2557,Tennessee,Union County,19159,19219,19399,19689,19972
2558,Tennessee,Van Buren County,5695,5721,5747,5763,5872
2559,Tennessee,Warren County,40262,40428,40717,40826,41277
2560,Tennessee,Washington County,126137,127247,127603,128661,129375
2561,Tennessee,Wayne County,16767,16747,16641,16635,16673
2562,Tennessee,Weakley County,33872,33610,33325,33413,33328
2563,Tennessee,White County,26342,26463,26764,27086,27345
2564,Tennessee,Williamson County,211605,218903,226048,231978,238412
2565,Tennessee,Wilson County,128536,132494,136691,140954,144657
2566,Texas,Texas,27470056,27914410,28295273,28628666,28995881
2567,Texas,Anderson County,57639,57526,58175,57974,57735
2568,Texas,Andrews County,18072,17791,17603,18011,18705
2569,Texas,Angelina County,87829,87682,87572,86810,86715
2570,Texas,Aransas County,24800,25162,25392,23446,23510
2571,Texas,Archer County,8763,8781,8783,8700,8553
2572,Texas,Armstrong County,1901,1843,1867,1879,1887
2573,Texas,Atascosa County,48363,48720,49083,50322,51153
2574,Texas,Austin County,29471,29629,29722,29965,30032
2575,Texas,Bailey County,7223,7196,7066,7015,7000
2576,Texas,Bandera County,21144,21701,22327,22792,23112
2577,Texas,Bastrop County,80115,82591,84585,86595,88723
2578,Texas,Baylor County,3609,3638,3555,3573,3509
2579,Texas,Bee County,32617,32812,32592,32467,32565
2580,Texas,Bell County,336076,341094,347377,355397,362924
2581,Texas,Bexar County,1894834,1927651,1956988,1981187,2003554
2582,Texas,Blanco County,11029,11301,11481,11648,11931
2583,Texas,Borden County,655,657,670,647,654
2584,Texas,Bosque County,17864,18009,18295,18629,18685
2585,Texas,Bowie County,93050,93424,93458,93688,93245
2586,Texas,Brazoria County,345227,353155,361853,368887,374264
2587,Texas,Brazos County,216258,219739,223917,225781,229211
2588,Texas,Brewster County,9143,9211,9325,9272,9203
2589,Texas,Briscoe County,1514,1483,1514,1512,1546
2590,Texas,Brooks County,7190,7190,7132,7099,7093
2591,Texas,Brown County,37736,38039,37815,37820,37864
2592,Texas,Burleson County,17611,17848,18053,18335,18443
2593,Texas,Burnet County,44734,45817,46600,47344,48155
2594,Texas,Caldwell County,40419,41147,42328,43161,43664
2595,Texas,Calhoun County,21887,21948,21712,21504,21290
2596,Texas,Callahan County,13589,13789,13968,13990,13943
2597,Texas,Cameron County,419450,421350,422227,422139,423163
2598,Texas,Camp County,12699,12771,12845,12983,13094
2599,Texas,Carson County,6013,6096,6005,6007,5926
2600,Texas,Cass County,30140,30058,29966,30106,30026
2601,Texas,Castro County,7787,7765,7696,7588,7530
2602,Texas,Chambers County,39028,40163,41269,42227,43837
2603,Texas,Cherokee County,51568,51879,52116,52381,52646
2604,Texas,Childress County,7169,7204,7269,7315,7306
2605,Texas,Clay County,10359,10251,10484,10448,10471
2606,Texas,Cochran County,2977,2921,2853,2831,2853
2607,Texas,Coke County,3227,3259,3285,3355,3387
2608,Texas,Coleman County,8316,8412,8399,8367,8175
2609,Texas,Collin County,915243,943742,971864,1004307,1034730
2610,Texas,Collingsworth County,3010,3007,2964,2942,2920
2611,Texas,Colorado County,20951,21081,21291,21305,21493
2612,Texas,Comal County,128795,134343,140721,148141,156209
2613,Texas,Comanche County,13395,13543,13533,13540,13635
2614,Texas,Concho County,4072,4140,2707,2683,2726
2615,Texas,Cooke County,39170,39343,39932,40504,41257
2616,Texas,Coryell County,76145,74803,74760,74741,75951
2617,Texas,Cottle County,1439,1402,1375,1382,1398
2618,Texas,Crane County,4995,4779,4685,4755,4797
2619,Texas,Crockett County,3735,3642,3535,3439,3464
2620,Texas,Crosby County,5918,5911,5849,5764,5737
2621,Texas,Culberson County,2254,2220,2230,2194,2171
2622,Texas,Dallam County,7301,7357,7272,7303,7287
2623,Texas,Dallas County,2557830,2591488,2620154,2629350,2635516
2624,Texas,Dawson County,12987,12999,12744,12605,12728
2625,Texas,Deaf Smith County,18825,18846,18753,18711,18546
2626,Texas,Delta County,5159,5147,5276,5332,5331
2627,Texas,Denton County,779584,808212,835364,858741,887207
2628,Texas,DeWitt County,20632,20623,20180,20106,20160
2629,Texas,Dickens County,2204,2193,2190,2218,2211
2630,Texas,Dimmit County,10910,10679,10282,10195,10124
2631,Texas,Donley County,3391,3387,3340,3315,3278
2632,Texas,Duval County,11336,11431,11270,11147,11157
2633,Texas,Eastland County,18152,18240,18294,18319,18360
2634,Texas,Ector County,159903,157858,156951,161960,166223
2635,Texas,Edwards County,1910,1908,1929,1908,1932
2636,Texas,Ellis County,163292,168332,173405,179006,184826
2637,Texas,El Paso County,831898,834949,837401,836825,839238
2638,Texas,Erath County,41191,41372,41723,42223,42698
2639,Texas,Falls County,17216,17276,17340,17231,17297
2640,Texas,Fannin County,33502,33933,34550,35185,35514
2641,Texas,Fayette County,24945,25018,25119,25278,25346
2642,Texas,Fisher County,3877,3877,3874,3821,3830
2643,Texas,Floyd County,5843,5847,5830,5783,5712
2644,Texas,Foard County,1225,1200,1202,1191,1155
2645,Texas,Fort Bend County,715331,744160,767712,788081,811688
2646,Texas,Franklin County,10603,10677,10798,10778,10725
2647,Texas,Freestone County,19746,19669,19649,19789,19717
2648,Texas,Frio County,19361,19584,19895,20211,20306
2649,Texas,Gaines County,20217,20446,20553,20820,21492
2650,Texas,Galveston County,320974,328820,334633,337858,342139
2651,Texas,Garza County,6391,6212,6490,6243,6229
2652,Texas,Gillespie County,25916,26206,26483,26702,26988
2653,Texas,Glasscock County,1380,1365,1363,1391,1409
2654,Texas,Goliad County,7513,7512,7552,7588,7658
2655,Texas,Gonzales County,20510,20787,20742,20781,20837
2656,Texas,Gray County,23265,22741,22106,22051,21886
2657,Texas,Grayson County,125628,128291,131152,133787,136212
2658,Texas,Gregg County,123800,123367,122852,123251,123945
2659,Texas,Grimes County,27299,27494,27955,28291,28880
2660,Texas,Guadalupe County,150578,154492,159639,163276,166847
2661,Texas,Hale County,34034,34107,33954,33631,33406
2662,Texas,Hall County,3094,3113,3042,3025,2964
2663,Texas,Hamilton County,8080,8237,8407,8477,8461
2664,Texas,Hansford County,5654,5592,5485,5470,5399
2665,Texas,Hardeman County,3920,3982,3959,3929,3933
2666,Texas,Hardin County,55758,56242,57117,57107,57602
2667,Texas,Harris County,4557846,4623960,4657972,4680045,4713325
2668,Texas,Harrison County,66685,66611,66468,66584,66553
2669,Texas,Hartley County,5702,5740,5716,5611,5576
2670,Texas,Haskell County,5821,5751,5699,5699,5658
2671,Texas,Hays County,194662,204546,214726,222706,230191
2672,Texas,Hemphill County,4277,4101,3929,3845,3819
2673,Texas,Henderson County,79492,80062,80954,82103,82737
2674,Texas,Hidalgo County,839667,848960,856249,862298,868707
2675,Texas,Hill County,34828,35102,35703,36165,36649
2676,Texas,Hockley County,23310,23043,22977,22971,23021
2677,Texas,Hood County,55227,56569,57973,60177,61643
2678,Texas,Hopkins County,35973,36184,36451,36738,37084
2679,Texas,Houston County,22747,22897,23089,23068,22968
2680,Texas,Howard County,37123,36214,35817,35925,36664
2681,Texas,Hudspeth County,3541,4254,4604,4788,4886
2682,Texas,Hunt County,89670,91895,94046,96606,98594
2683,Texas,Hutchinson County,21793,21528,21343,21119,20938
2684,Texas,Irion County,1543,1562,1512,1516,1536
2685,Texas,Jack County,8883,8789,8828,8825,8935
2686,Texas,Jackson County,14808,14873,14806,14834,14760
2687,Texas,Jasper County,35266,35417,35549,35769,35529
2688,Texas,Jeff Davis County,2199,2231,2260,2243,2274
2689,Texas,Jefferson County,255112,255748,256041,253234,251565
2690,Texas,Jim Hogg County,5296,5257,5212,5192,5200
2691,Texas,Jim Wells County,41523,41181,40920,40756,40482
2692,Texas,Johnson County,159345,162763,167012,171121,175817
2693,Texas,Jones County,19966,19971,19827,19866,20083
2694,Texas,Karnes County,15413,15494,15556,15660,15601
2695,Texas,Kaufman County,114055,117904,122628,128279,136154
2696,Texas,Kendall County,39938,41903,43969,45603,47431
2697,Texas,Kenedy County,441,436,427,437,404
2698,Texas,Kent County,747,748,759,726,762
2699,Texas,Kerr County,50880,51426,51892,52415,52600
2700,Texas,Kimble County,4391,4413,4385,4338,4337
2701,Texas,King County,282,292,289,276,272
2702,Texas,Kinney County,3589,3636,3711,3692,3667
2703,Texas,Kleberg County,31413,31304,30752,30722,30680
2704,Texas,Knox County,3792,3732,3674,3662,3664
2705,Texas,Lamar County,49373,49528,49568,49729,49859
2706,Texas,Lamb County,13259,13195,13165,13103,12893
2707,Texas,Lampasas County,20362,20524,20861,21134,21428
2708,Texas,La Salle County,7637,7596,7530,7493,7520
2709,Texas,Lavaca County,19919,19891,20028,20114,20154
2710,Texas,Lee County,16868,16975,17109,17097,17239
2711,Texas,Leon County,17028,17200,17235,17260,17404
2712,Texas,Liberty County,79537,81354,83597,85802,88219
2713,Texas,Limestone County,23442,23472,23391,23343,23437
2714,Texas,Lipscomb County,3559,3494,3364,3342,3233
2715,Texas,Live Oak County,12173,12023,12146,12148,12207
2716,Texas,Llano County,20081,20592,21167,21600,21795
2717,Texas,Loving County,119,117,133,148,169
2718,Texas,Lubbock County,298337,302094,305413,307627,310569
2719,Texas,Lynn County,5746,5775,5832,5848,5951
2720,Texas,McCulloch County,8255,8124,7941,7982,7984
2721,Texas,McLennan County,245444,247553,251631,254196,256623
2722,Texas,McMullen County,828,806,765,731,743
2723,Texas,Madison County,13968,14120,14251,14363,14284
2724,Texas,Marion County,10136,10125,10057,9915,9854
2725,Texas,Martin County,5646,5616,5531,5681,5771
2726,Texas,Mason County,4057,4161,4179,4259,4274
2727,Texas,Matagorda County,36766,37088,36805,36566,36643
2728,Texas,Maverick County,57720,58041,58111,58276,58722
2729,Texas,Medina County,48402,49254,50183,50862,51584
2730,Texas,Menard County,2134,2091,2110,2120,2138
2731,Texas,Midland County,162328,163850,165318,172505,176832
2732,Texas,Milam County,24362,24680,24939,25045,24823
2733,Texas,Mills County,4889,4884,4917,4883,4873
2734,Texas,Mitchell County,8856,8474,8215,8525,8545
2735,Texas,Montague County,19252,19390,19399,19584,19818
2736,Texas,Montgomery County,535753,555216,571615,589770,607391
2737,Texas,Moore County,21725,21641,21604,21083,20940
2738,Texas,Morris County,12370,12429,12375,12303,12388
2739,Texas,Motley County,1146,1170,1226,1232,1200
2740,Texas,Nacogdoches County,65462,65549,65317,65161,65204
2741,Texas,Navarro County,48181,48405,48739,49536,50113
2742,Texas,Newton County,14158,14160,13908,13751,13595
2743,Texas,Nolan County,15111,15044,14854,14799,14714
2744,Texas,Nueces County,360504,361642,361235,362026,362294
2745,Texas,Ochiltree County,10698,10257,9996,9866,9836
2746,Texas,Oldham County,2064,2074,2104,2118,2112
2747,Texas,Orange County,83955,84549,84971,83474,83396
2748,Texas,Palo Pinto County,27966,28125,28544,28874,29189
2749,Texas,Panola County,23667,23419,23211,23142,23194
2750,Texas,Parker County,125640,128967,133501,138070,142878
2751,Texas,Parmer County,9794,9762,9710,9719,9605
2752,Texas,Pecos County,16030,15881,15634,15709,15823
2753,Texas,Polk County,46613,47656,48990,49955,51353
2754,Texas,Potter County,121272,120632,120340,118711,117415
2755,Texas,Presidio County,7057,7156,7100,6856,6704
2756,Texas,Rains County,11136,11304,11730,12147,12514
2757,Texas,Randall County,130368,132342,134015,135691,137713
2758,Texas,Reagan County,3807,3726,3712,3736,3849
2759,Texas,Real County,3297,3399,3417,3477,3452
2760,Texas,Red River County,12345,12179,12164,12143,12023
2761,Texas,Reeves County,15574,15229,15166,15513,15976
2762,Texas,Refugio County,7326,7272,7180,7000,6948
2763,Texas,Roberts County,910,910,941,898,854
2764,Texas,Robertson County,16698,16804,17153,17219,17074
2765,Texas,Rockwall County,90170,93421,96824,100546,104915
2766,Texas,Runnels County,10387,10276,10282,10178,10264
2767,Texas,Rusk County,52965,52892,54213,54301,54406
2768,Texas,Sabine County,10440,10381,10417,10576,10542
2769,Texas,San Augustine County,8349,8288,8302,8254,8237
2770,Texas,San Jacinto County,27361,27732,28231,28717,28859
2771,Texas,San Patricio County,67117,67311,67210,66671,66730
2772,Texas,San Saba County,5922,5922,5996,6060,6055
2773,Texas,Schleicher County,3195,3057,2989,2880,2793
2774,Texas,Scurry County,17570,17394,17003,16812,16703
2775,Texas,Shackelford County,3333,3337,3289,3256,3265
2776,Texas,Shelby County,25373,25566,25225,25307,25274
2777,Texas,Sherman County,3058,3070,3046,3101,3022
2778,Texas,Smith County,222390,225161,227195,229749,232751
2779,Texas,Somervell County,8618,8671,8855,9030,9128
2780,Texas,Starr County,63484,63894,64130,64249,64633
2781,Texas,Stephens County,9385,9377,9287,9405,9366
2782,Texas,Sterling County,1333,1339,1287,1304,1291
2783,Texas,Stonewall County,1398,1401,1376,1352,1350
2784,Texas,Sutton County,3915,3886,3792,3752,3776
2785,Texas,Swisher County,7477,7428,7446,7413,7397
2786,Texas,Tarrant County,1984880,2023556,2056451,2081446,2102515
2787,Texas,Taylor County,136133,136257,136634,137294,138034
2788,Texas,Terrell County,867,818,814,810,776
2789,Texas,Terry County,12759,12770,12429,12344,12337
2790,Texas,Throckmorton County,1559,1537,1510,1504,1501
2791,Texas,Titus County,32626,32463,32619,32743,32750
2792,Texas,Tom Green County,117514,117634,117566,118014,119200
2793,Texas,Travis County,1179805,1206110,1227585,1246572,1273954
2794,Texas,Trinity County,14539,14543,14677,14688,14651
2795,Texas,Tyler County,21370,21423,21517,21609,21672
2796,Texas,Upshur County,40317,40771,41069,41179,41753
2797,Texas,Upton County,3652,3690,3658,3637,3657
2798,Texas,Uvalde County,26949,27081,27043,26787,26741
2799,Texas,Val Verde County,48891,48911,49028,48988,49025
2800,Texas,Van Zandt County,53430,54367,55163,55966,56590
2801,Texas,Victoria County,92136,92402,92045,91878,92084
2802,Texas,Walker County,70836,71845,72816,73136,72971
2803,Texas,Waller County,48641,50046,51717,53512,55246
2804,Texas,Ward County,11631,11571,11383,11709,11998
2805,Texas,Washington County,34836,34740,34861,35496,35882
2806,Texas,Webb County,269865,272301,273691,275120,276652
2807,Texas,Wharton County,41383,41609,41837,41499,41556
2808,Texas,Wheeler County,5658,5518,5300,5158,5056
2809,Texas,Wichita County,130961,131295,131689,131807,132230
2810,Texas,Wilbarger County,13055,12880,12683,12777,12769
2811,Texas,Willacy County,21863,21761,21508,21450,21358
2812,Texas,Williamson County,507133,527622,546251,566463,590551
2813,Texas,Wilson County,47178,48212,49211,50196,51070
2814,Texas,Winkler County,8027,7915,7605,7778,8010
2815,Texas,Wise County,62857,64478,65848,68284,69984
2816,Texas,Wood County,43117,43753,44263,45157,45539
2817,Texas,Yoakum County,8644,8652,8557,8590,8713
2818,Texas,Young County,18163,18098,17922,17986,18010
2819,Texas,Zapata County,14493,14446,14254,14149,14179
2820,Texas,Zavala County,12310,12121,11957,11969,11840
2821,Utah,Utah,2981835,3041868,3101042,3153550,3205958
2822,Utah,Beaver County,6353,6478,6421,6625,6710
2823,Utah,Box Elder County,51826,52975,53977,54906,56046
2824,Utah,Cache County,119697,122201,124236,126400,128289
2825,Utah,Carbon County,20391,20324,20131,20233,20463
2826,Utah,Daggett County,1107,1076,1013,974,950
2827,Utah,Davis County,334597,341000,346658,351101,355481
2828,Utah,Duchesne County,20748,20242,19868,19943,19938
2829,Utah,Emery County,10359,10206,10006,10003,10012
2830,Utah,Garfield County,4962,4952,5025,5002,5051
2831,Utah,Grand County,9551,9622,9589,9686,9754
2832,Utah,Iron County,48113,49676,50761,52678,54839
2833,Utah,Juab County,10551,11016,11293,11629,12017
2834,Utah,Kane County,7039,7297,7520,7677,7886
2835,Utah,Millard County,12620,12655,12821,12987,13188
2836,Utah,Morgan County,11039,11370,11829,11956,12124
2837,Utah,Piute County,1491,1459,1407,1438,1479
2838,Utah,Rich County,2300,2313,2395,2456,2483
2839,Utah,Salt Lake County,1102273,1120109,1136719,1148692,1160437
2840,Utah,San Juan County,15239,15329,15277,15358,15308
2841,Utah,Sanpete County,28654,29232,29921,30503,30939
2842,Utah,Sevier County,20858,21131,21292,21497,21620
2843,Utah,Summit County,39640,40512,41330,41890,42145
2844,Utah,Tooele County,62639,64612,67486,69989,72259
2845,Utah,Uintah County,37791,36264,35228,35405,35734
2846,Utah,Utah County,572667,590288,606742,621520,636235
2847,Utah,Wasatch County,29118,30375,31890,33067,34091
2848,Utah,Washington County,154650,159352,165929,171567,177556
2849,Utah,Wayne County,2690,2671,2702,2671,2711
2850,Utah,Weber County,242872,247131,251576,255697,260213
2851,Vermont,Vermont,625216,623657,624344,624358,623989
2852,Vermont,Addison County,36929,36931,36900,36873,36777
2853,Vermont,Bennington County,36153,35911,35675,35520,35470
2854,Vermont,Caledonia County,30645,30154,30141,30236,29993
2855,Vermont,Chittenden County,161293,161563,163031,163571,163774
2856,Vermont,Essex County,6193,6224,6184,6234,6163
2857,Vermont,Franklin County,48988,48963,48969,49258,49402
2858,Vermont,Grand Isle County,6871,6921,6975,7110,7235
2859,Vermont,Lamoille County,25240,25331,25360,25295,25362
2860,Vermont,Orange County,28887,28908,28964,28888,28892
2861,Vermont,Orleans County,27034,26766,26811,26859,27037
2862,Vermont,Rutland County,59544,59122,59006,58596,58191
2863,Vermont,Washington County,58652,58355,58253,58079,58409
2864,Vermont,Windham County,43246,43163,42851,42635,42222
2865,Vermont,Windsor County,55541,55345,55224,55204,55062
2866,Virginia,Virginia,8361808,8410106,8463587,8501286,8535519
2867,Virginia,Accomack County,32914,32871,32685,32581,32316
2868,Virginia,Albemarle County,105117,106431,107768,108377,109330
2869,Virginia,Alleghany County,15425,15387,15128,14986,14860
2870,Virginia,Amelia County,12784,12801,12980,13057,13145
2871,Virginia,Amherst County,31836,31887,31863,31684,31605
2872,Virginia,Appomattox County,15492,15528,15723,15881,15911
2873,Virginia,Arlington County,228548,231259,234647,236025,236842
2874,Virginia,Augusta County,74292,74834,75177,75535,75558
2875,Virginia,Bath County,4460,4409,4266,4253,4147
2876,Virginia,Bedford County,77629,77993,78378,78882,78997
2877,Virginia,Bland County,6532,6472,6354,6303,6280
2878,Virginia,Botetourt County,33380,33252,33313,33352,33419
2879,Virginia,Brunswick County,16845,16618,16570,16336,16231
2880,Virginia,Buchanan County,22752,22212,21604,21369,21004
